,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10000,4.966955184936523,8.788949966430664,9.818540573120117,3.3694891929626465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,-1.7677487134933472,-1.921593189239502,10.0,-1.9409472942352295,1.6843394041061401,-13.24512188874767,3.1992064714431763,6.867356777191162,7.877593278884888,5.053828597068787,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
10001,3.1992064714431763,6.867356777191162,7.877593278884888,5.053828597068787,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,-1.8303298950195312,-1.59335458278656,10.0,-1.8956416845321655,-1.0949158668518066,-15.24927701914732,1.368876576423645,5.274002194404602,5.981951594352722,3.95891273021698,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0
10002,1.368876576423645,5.274002194404602,5.981951594352722,3.95891273021698,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,-0.7428770065307617,-1.3899589776992798,6.0,-0.5833023190498352,-1.4042589664459229,-10.663430076435478,0.6259995698928833,3.8840432167053223,5.398649275302887,2.554653763771057,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,0.0
10003,0.6259995698928833,3.8840432167053223,5.398649275302887,2.554653763771057,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,-1.4915510416030884,-0.560732364654541,10.0,-0.8112234473228455,-0.7755029201507568,-12.826029824778335,0.0,3.3233108520507812,4.5874258279800415,1.7791508436203003,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,0.0
10004,0.0,3.3233108520507812,4.5874258279800415,1.7791508436203003,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,-0.655998170375824,-0.7509526610374451,6.0,1.2361773252487183,-0.7083417177200317,-6.5595409797682755,0.0,2.572358191013336,5.82360315322876,1.0708091259002686,6.0,6.0,6.0,2.0,1.0,4.0,1.0,6.0,6.0,6.0,0.0
10005,0.0,2.572358191013336,5.82360315322876,1.0708091259002686,6.0,6.0,6.0,2.0,1.0,4.0,1.0,6.0,6.0,6.0,0.0,-1.6248230934143066,0.5505674481391907,0.0,-1.6426169872283936,-0.8943166136741638,-14.2370721905896,0.0,3.122925639152527,4.180986166000366,0.17649251222610474,1.0,7.0,7.0,3.0,2.0,5.0,2.0,7.0,7.0,7.0,0.0
10006,0.0,3.122925639152527,4.180986166000366,0.17649251222610474,1.0,7.0,7.0,3.0,2.0,5.0,2.0,7.0,7.0,7.0,3.0,-0.9343058466911316,-1.532363772392273,6.0,-1.425779938697815,0.07105699181556702,-18.16175633398325,0.0,1.590561866760254,2.7552062273025513,0.24754950404167175,2.0,8.0,8.0,1.0,3.0,6.0,1.0,8.0,8.0,8.0,0.0
10007,0.0,1.590561866760254,2.7552062273025513,0.24754950404167175,2.0,8.0,8.0,1.0,3.0,6.0,1.0,8.0,8.0,8.0,5.0,1.6188321113586426,1.391366720199585,1.0,0.45455947518348694,0.32541424036026,-15.606098249262406,1.6188321113586426,2.981928586959839,3.209765702486038,0.5729637444019318,3.0,1.0,9.0,2.0,4.0,1.0,2.0,9.0,9.0,9.0,0.0
10008,1.6188321113586426,2.981928586959839,3.209765702486038,0.5729637444019318,3.0,1.0,9.0,2.0,4.0,1.0,2.0,9.0,9.0,9.0,8.0,1.0190668106079102,1.001386284828186,6.0,-0.5354703068733215,0.8797069191932678,-15.314975504604567,2.6378989219665527,3.983314871788025,2.6742953956127167,1.4526706635951996,4.0,2.0,10.0,3.0,5.0,2.0,1.0,10.0,1.0,10.0,0.0
10009,2.6378989219665527,3.983314871788025,2.6742953956127167,1.4526706635951996,4.0,2.0,10.0,3.0,5.0,2.0,1.0,10.0,1.0,10.0,4.0,-0.2866511642932892,-0.973676860332489,3.0,1.23696768283844,1.1454740762710571,-6.5104238105688985,2.3512477576732635,3.009638011455536,3.9112630784511566,2.5981447398662567,5.0,3.0,11.0,1.0,1.0,3.0,2.0,11.0,2.0,11.0,0.0
