,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10075,0.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,6.0,6.0,1.0,4.0,7.0,3.0,10.0,14.0,-25.059999999999995,0.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,7.0,7.0,2.0,5.0,8.0,4.0,0.0
10076,0.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,7.0,7.0,2.0,5.0,8.0,4.0,37.0,52.0,-25.405,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,8.0,8.0,3.0,1.0,9.0,5.0,0.0
10077,0.0,0.0,0.0,0.0,4.0,4.0,2.0,7.0,8.0,8.0,3.0,1.0,9.0,5.0,45.0,52.0,-19.55,0.0,0.0,0.0,0.0,5.0,5.0,3.0,8.0,9.0,9.0,4.0,2.0,10.0,1.0,0.0
10078,0.0,0.0,0.0,0.0,5.0,5.0,3.0,8.0,9.0,9.0,4.0,2.0,10.0,1.0,9.0,14.0,-17.424999999999997,0.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,10.0,10.0,5.0,3.0,11.0,2.0,0.0
10079,0.0,0.0,0.0,0.0,6.0,1.0,1.0,9.0,10.0,10.0,5.0,3.0,11.0,2.0,23.0,14.0,-24.145,0.0,2.0,0.0,0.0,7.0,2.0,1.0,10.0,1.0,11.0,6.0,4.0,12.0,3.0,0.0
10080,0.0,2.0,0.0,0.0,7.0,2.0,1.0,10.0,1.0,11.0,6.0,4.0,12.0,3.0,29.0,3.0,-20.4,0.0,0.0,0.0,2.0,1.0,3.0,2.0,11.0,2.0,1.0,7.0,5.0,13.0,4.0,0.0
10081,0.0,0.0,0.0,2.0,1.0,3.0,2.0,11.0,2.0,1.0,7.0,5.0,13.0,4.0,9.0,15.0,-17.364999999999995,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,8.0,6.0,14.0,5.0,0.0
10082,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,8.0,6.0,14.0,5.0,44.0,42.0,-21.15,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,9.0,7.0,1.0,6.0,0.0
10083,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,9.0,7.0,1.0,6.0,39.0,47.0,-33.714999999999996,0.0,0.0,0.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,10.0,1.0,2.0,1.0,0.0
10084,0.0,0.0,0.0,2.0,4.0,3.0,5.0,3.0,5.0,4.0,10.0,1.0,2.0,1.0,34.0,32.0,-7.52,0.0,0.0,0.0,2.0,5.0,4.0,6.0,4.0,6.0,5.0,1.0,2.0,3.0,2.0,0.0
10085,0.0,0.0,0.0,2.0,5.0,4.0,6.0,4.0,6.0,5.0,1.0,2.0,3.0,2.0,21.0,14.0,-24.525,2.0,0.0,0.0,0.0,6.0,5.0,1.0,5.0,1.0,6.0,2.0,3.0,4.0,3.0,0.0
10086,2.0,0.0,0.0,0.0,6.0,5.0,1.0,5.0,1.0,6.0,2.0,3.0,4.0,3.0,45.0,52.0,-15.769999999999996,2.0,0.0,0.0,0.0,7.0,6.0,2.0,6.0,2.0,7.0,3.0,4.0,5.0,1.0,0.0
10087,2.0,0.0,0.0,0.0,7.0,6.0,2.0,6.0,2.0,7.0,3.0,4.0,5.0,1.0,37.0,14.0,-35.235,0.0,0.0,0.0,0.0,8.0,7.0,1.0,7.0,3.0,8.0,4.0,1.0,6.0,2.0,0.0
10088,0.0,0.0,0.0,0.0,8.0,7.0,1.0,7.0,3.0,8.0,4.0,1.0,6.0,2.0,45.0,3.0,-29.965,0.0,0.0,0.0,2.0,1.0,8.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,1.0,0.0
10089,0.0,0.0,0.0,2.0,1.0,8.0,2.0,8.0,4.0,9.0,5.0,2.0,7.0,1.0,9.0,14.0,-16.325,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,5.0,10.0,6.0,3.0,8.0,2.0,0.0
10090,0.0,0.0,0.0,0.0,2.0,1.0,1.0,9.0,5.0,10.0,6.0,3.0,8.0,2.0,29.0,19.0,-21.935,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,6.0,1.0,7.0,4.0,9.0,3.0,0.0
10091,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,6.0,1.0,7.0,4.0,9.0,3.0,9.0,33.0,-7.465,0.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,7.0,2.0,1.0,5.0,10.0,4.0,0.0
10092,0.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,7.0,2.0,1.0,5.0,10.0,4.0,42.0,14.0,-22.975,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,8.0,3.0,2.0,6.0,1.0,5.0,0.0
10093,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,8.0,3.0,2.0,6.0,1.0,5.0,36.0,36.0,-34.690000000000005,2.0,0.0,2.0,0.0,6.0,3.0,2.0,4.0,9.0,4.0,3.0,1.0,2.0,6.0,0.0
10094,2.0,0.0,2.0,0.0,6.0,3.0,2.0,4.0,9.0,4.0,3.0,1.0,2.0,6.0,45.0,3.0,-23.484999999999996,2.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,10.0,5.0,4.0,2.0,3.0,1.0,0.0
10095,2.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,10.0,5.0,4.0,2.0,3.0,1.0,20.0,14.0,-22.564999999999998,2.0,0.0,2.0,0.0,2.0,5.0,1.0,6.0,1.0,6.0,5.0,3.0,4.0,2.0,0.0
10096,2.0,0.0,2.0,0.0,2.0,5.0,1.0,6.0,1.0,6.0,5.0,3.0,4.0,2.0,29.0,52.0,-8.084999999999999,2.0,0.0,0.0,0.0,3.0,6.0,2.0,7.0,2.0,1.0,6.0,4.0,5.0,3.0,0.0
10097,2.0,0.0,0.0,0.0,3.0,6.0,2.0,7.0,2.0,1.0,6.0,4.0,5.0,3.0,9.0,3.0,-16.089999999999996,2.0,0.0,0.0,2.0,1.0,1.0,3.0,8.0,3.0,2.0,7.0,5.0,6.0,4.0,0.0
10098,2.0,0.0,0.0,2.0,1.0,1.0,3.0,8.0,3.0,2.0,7.0,5.0,6.0,4.0,9.0,15.0,-16.345,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,8.0,6.0,7.0,5.0,0.0
10099,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,4.0,3.0,8.0,6.0,7.0,5.0,30.0,33.0,-8.639999999999999,2.0,0.0,0.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,1.0,7.0,8.0,6.0,1.0
10100,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,52.0,-2.83,8.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0
