,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10071,1.0,2.0,0.0,0.0,1.0,5.0,3.0,1.0,6.0,4.0,7.0,2.0,5.0,3.0,9.0,43.0,-16.565,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,7.0,5.0,8.0,3.0,1.0,4.0,0.0
10072,1.0,0.0,0.0,2.0,2.0,1.0,4.0,2.0,7.0,5.0,8.0,3.0,1.0,4.0,33.0,19.0,-19.819999999999997,1.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,8.0,6.0,1.0,4.0,2.0,5.0,0.0
10073,1.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,8.0,6.0,1.0,4.0,2.0,5.0,4.0,29.0,-18.68,1.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,9.0,1.0,2.0,5.0,3.0,6.0,0.0
10074,1.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,9.0,1.0,2.0,5.0,3.0,6.0,48.0,47.0,-6.835,1.0,2.0,0.0,0.0,2.0,4.0,7.0,3.0,10.0,2.0,3.0,6.0,4.0,1.0,0.0
10075,1.0,2.0,0.0,0.0,2.0,4.0,7.0,3.0,10.0,2.0,3.0,6.0,4.0,1.0,10.0,22.0,-23.03,1.0,2.0,0.0,0.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0,7.0,5.0,2.0,0.0
10076,1.0,2.0,0.0,0.0,3.0,5.0,1.0,4.0,1.0,3.0,4.0,7.0,5.0,2.0,19.0,49.0,-11.805,1.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,2.0,4.0,5.0,8.0,6.0,1.0,0.0
10077,1.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,2.0,4.0,5.0,8.0,6.0,1.0,39.0,49.0,-10.354999999999999,1.0,0.0,0.0,0.0,5.0,7.0,3.0,2.0,3.0,5.0,6.0,1.0,7.0,1.0,0.0
10078,1.0,0.0,0.0,0.0,5.0,7.0,3.0,2.0,3.0,5.0,6.0,1.0,7.0,1.0,9.0,43.0,-16.465,1.0,0.0,0.0,2.0,6.0,1.0,4.0,3.0,4.0,6.0,7.0,2.0,1.0,2.0,0.0
10079,1.0,0.0,0.0,2.0,6.0,1.0,4.0,3.0,4.0,6.0,7.0,2.0,1.0,2.0,0.0,0.0,-6.635,1.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,5.0,7.0,8.0,3.0,2.0,3.0,0.0
10080,1.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,5.0,7.0,8.0,3.0,2.0,3.0,18.0,11.0,-13.245,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,8.0,9.0,4.0,3.0,4.0,0.0
10081,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,6.0,8.0,9.0,4.0,3.0,4.0,29.0,29.0,-25.535,1.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,7.0,1.0,10.0,5.0,4.0,5.0,0.0
10082,1.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,7.0,1.0,10.0,5.0,4.0,5.0,31.0,46.0,-11.86,3.0,0.0,4.0,0.0,4.0,5.0,3.0,3.0,8.0,2.0,1.0,6.0,5.0,1.0,0.0
10083,3.0,0.0,4.0,0.0,4.0,5.0,3.0,3.0,8.0,2.0,1.0,6.0,5.0,1.0,9.0,5.0,-9.724999999999998,3.0,0.0,4.0,0.0,5.0,1.0,4.0,4.0,9.0,3.0,2.0,7.0,6.0,2.0,0.0
10084,3.0,0.0,4.0,0.0,5.0,1.0,4.0,4.0,9.0,3.0,2.0,7.0,6.0,2.0,24.0,22.0,-18.814999999999998,3.0,0.0,2.0,0.0,6.0,2.0,5.0,5.0,1.0,4.0,3.0,8.0,7.0,3.0,0.0
10085,3.0,0.0,2.0,0.0,6.0,2.0,5.0,5.0,1.0,4.0,3.0,8.0,7.0,3.0,0.0,43.0,-9.059999999999999,3.0,0.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,5.0,4.0,9.0,1.0,4.0,0.0
10086,3.0,0.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,5.0,4.0,9.0,1.0,4.0,12.0,26.0,-319.655,1.0,0.0,4.0,2.0,2.0,4.0,1.0,7.0,3.0,1.0,5.0,10.0,2.0,5.0,0.0
10087,1.0,0.0,4.0,2.0,2.0,4.0,1.0,7.0,3.0,1.0,5.0,10.0,2.0,5.0,39.0,49.0,-9.854999999999999,1.0,0.0,4.0,0.0,3.0,5.0,2.0,8.0,4.0,2.0,6.0,1.0,3.0,1.0,0.0
10088,1.0,0.0,4.0,0.0,3.0,5.0,2.0,8.0,4.0,2.0,6.0,1.0,3.0,1.0,18.0,5.0,-8.004999999999999,1.0,2.0,4.0,0.0,4.0,1.0,3.0,1.0,5.0,3.0,7.0,2.0,4.0,2.0,0.0
10089,1.0,2.0,4.0,0.0,4.0,1.0,3.0,1.0,5.0,3.0,7.0,2.0,4.0,2.0,28.0,2.0,-11.870000000000001,1.0,4.0,2.0,0.0,1.0,2.0,4.0,2.0,6.0,1.0,8.0,3.0,5.0,3.0,0.0
10090,1.0,4.0,2.0,0.0,1.0,2.0,4.0,2.0,6.0,1.0,8.0,3.0,5.0,3.0,41.0,46.0,-7.575,3.0,4.0,4.0,0.0,2.0,3.0,5.0,3.0,7.0,2.0,9.0,4.0,1.0,1.0,0.0
