,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
10455,9.0,2.0,9.0,0.0,2.0,2.0,2.0,1.0,8.0,1.0,9.0,2.0,1.0,2.0,7.0,4.0,3.0,10.0,9.0,5.0,10.0,62.0,79.0,16.0,-13.946666666666665,7.0,2.0,9.0,0.0,4.0,2.0,3.0,2.0,9.0,1.0,10.0,3.0,2.0,3.0,8.0,5.0,4.0,11.0,1.0,6.0,11.0,0.0
10456,7.0,2.0,9.0,0.0,4.0,2.0,3.0,2.0,9.0,1.0,10.0,3.0,2.0,3.0,8.0,5.0,4.0,11.0,1.0,6.0,11.0,47.0,4.0,19.0,-320.39166666666665,5.0,2.0,9.0,0.0,4.0,0.0,1.0,3.0,10.0,1.0,11.0,4.0,3.0,4.0,9.0,1.0,5.0,12.0,2.0,7.0,12.0,0.0
10457,5.0,2.0,9.0,0.0,4.0,0.0,1.0,3.0,10.0,1.0,11.0,4.0,3.0,4.0,9.0,1.0,5.0,12.0,2.0,7.0,12.0,47.0,4.0,19.0,-19.951666666666668,3.0,2.0,9.0,0.0,4.0,0.0,1.0,4.0,11.0,1.0,12.0,5.0,4.0,5.0,10.0,1.0,6.0,13.0,3.0,8.0,13.0,0.0
10458,3.0,2.0,9.0,0.0,4.0,0.0,1.0,4.0,11.0,1.0,12.0,5.0,4.0,5.0,10.0,1.0,6.0,13.0,3.0,8.0,13.0,31.0,4.0,69.0,-19.464999999999996,5.0,2.0,9.0,0.0,4.0,0.0,1.0,5.0,12.0,2.0,13.0,6.0,1.0,6.0,11.0,2.0,7.0,14.0,4.0,1.0,14.0,0.0
10459,5.0,2.0,9.0,0.0,4.0,0.0,1.0,5.0,12.0,2.0,13.0,6.0,1.0,6.0,11.0,2.0,7.0,14.0,4.0,1.0,14.0,47.0,4.0,34.0,-317.8733333333333,3.0,2.0,9.0,0.0,4.0,0.0,1.0,6.0,13.0,3.0,14.0,7.0,1.0,7.0,12.0,1.0,8.0,15.0,5.0,2.0,15.0,0.0
10460,3.0,2.0,9.0,0.0,4.0,0.0,1.0,6.0,13.0,3.0,14.0,7.0,1.0,7.0,12.0,1.0,8.0,15.0,5.0,2.0,15.0,18.0,4.0,34.0,-19.47,3.0,4.0,9.0,0.0,4.0,0.0,1.0,7.0,14.0,1.0,15.0,8.0,1.0,8.0,13.0,2.0,9.0,16.0,6.0,3.0,16.0,0.0
10461,3.0,4.0,9.0,0.0,4.0,0.0,1.0,7.0,14.0,1.0,15.0,8.0,1.0,8.0,13.0,2.0,9.0,16.0,6.0,3.0,16.0,18.0,48.0,34.0,-21.59833333333333,3.0,6.0,9.0,2.0,4.0,0.0,2.0,8.0,15.0,1.0,16.0,9.0,1.0,9.0,14.0,1.0,10.0,17.0,7.0,4.0,17.0,0.0
10462,3.0,6.0,9.0,2.0,4.0,0.0,2.0,8.0,15.0,1.0,16.0,9.0,1.0,9.0,14.0,1.0,10.0,17.0,7.0,4.0,17.0,18.0,8.0,69.0,-15.841666666666665,3.0,8.0,9.0,4.0,4.0,0.0,3.0,1.0,16.0,1.0,17.0,10.0,2.0,10.0,15.0,2.0,11.0,18.0,8.0,1.0,18.0,0.0
10463,3.0,8.0,9.0,4.0,4.0,0.0,3.0,1.0,16.0,1.0,17.0,10.0,2.0,10.0,15.0,2.0,11.0,18.0,8.0,1.0,18.0,47.0,8.0,34.0,-21.15833333333333,1.0,8.0,9.0,6.0,4.0,0.0,4.0,1.0,17.0,2.0,18.0,11.0,1.0,11.0,16.0,1.0,12.0,19.0,9.0,2.0,19.0,0.0
10464,1.0,8.0,9.0,6.0,4.0,0.0,4.0,1.0,17.0,2.0,18.0,11.0,1.0,11.0,16.0,1.0,12.0,19.0,9.0,2.0,19.0,47.0,8.0,34.0,-25.523333333333333,0.0,8.0,9.0,8.0,4.0,0.0,5.0,1.0,18.0,3.0,19.0,12.0,1.0,12.0,17.0,1.0,13.0,20.0,10.0,3.0,20.0,0.0
10465,0.0,8.0,9.0,8.0,4.0,0.0,5.0,1.0,18.0,3.0,19.0,12.0,1.0,12.0,17.0,1.0,13.0,20.0,10.0,3.0,20.0,47.0,73.0,34.0,-26.606666666666666,0.0,8.0,9.0,9.0,4.0,0.0,6.0,2.0,19.0,4.0,20.0,13.0,1.0,13.0,18.0,1.0,14.0,21.0,11.0,4.0,1.0,0.0
10466,0.0,8.0,9.0,9.0,4.0,0.0,6.0,2.0,19.0,4.0,20.0,13.0,1.0,13.0,18.0,1.0,14.0,21.0,11.0,4.0,1.0,55.0,42.0,7.0,-15.418333333333333,0.0,8.0,7.0,9.0,2.0,0.0,7.0,1.0,20.0,5.0,21.0,14.0,2.0,14.0,1.0,2.0,15.0,1.0,12.0,5.0,2.0,0.0
10467,0.0,8.0,7.0,9.0,2.0,0.0,7.0,1.0,20.0,5.0,21.0,14.0,2.0,14.0,1.0,2.0,15.0,1.0,12.0,5.0,2.0,1.0,24.0,54.0,-18.201666666666664,2.0,8.0,7.0,7.0,2.0,0.0,1.0,2.0,21.0,6.0,1.0,15.0,3.0,15.0,2.0,3.0,1.0,2.0,13.0,6.0,3.0,0.0
10468,2.0,8.0,7.0,7.0,2.0,0.0,1.0,2.0,21.0,6.0,1.0,15.0,3.0,15.0,2.0,3.0,1.0,2.0,13.0,6.0,3.0,55.0,42.0,7.0,-16.011666666666667,2.0,8.0,5.0,7.0,0.0,0.0,2.0,1.0,22.0,7.0,2.0,16.0,4.0,16.0,1.0,4.0,2.0,1.0,14.0,7.0,4.0,0.0
10469,2.0,8.0,5.0,7.0,0.0,0.0,2.0,1.0,22.0,7.0,2.0,16.0,4.0,16.0,1.0,4.0,2.0,1.0,14.0,7.0,4.0,55.0,42.0,7.0,-16.811666666666667,2.0,8.0,3.0,7.0,0.0,0.0,3.0,1.0,23.0,8.0,3.0,17.0,5.0,17.0,1.0,5.0,3.0,1.0,15.0,8.0,5.0,0.0
10470,2.0,8.0,3.0,7.0,0.0,0.0,3.0,1.0,23.0,8.0,3.0,17.0,5.0,17.0,1.0,5.0,3.0,1.0,15.0,8.0,5.0,65.0,42.0,7.0,-20.865,2.0,8.0,1.0,7.0,0.0,0.0,4.0,1.0,24.0,9.0,4.0,18.0,6.0,18.0,1.0,6.0,4.0,2.0,16.0,1.0,6.0,0.0
10471,2.0,8.0,1.0,7.0,0.0,0.0,4.0,1.0,24.0,9.0,4.0,18.0,6.0,18.0,1.0,6.0,4.0,2.0,16.0,1.0,6.0,63.0,4.0,10.0,-31.021666666666665,2.0,9.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,10.0,5.0,19.0,7.0,19.0,2.0,7.0,5.0,3.0,1.0,2.0,7.0,0.0
10472,2.0,9.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,10.0,5.0,19.0,7.0,19.0,2.0,7.0,5.0,3.0,1.0,2.0,7.0,3.0,22.0,33.0,-37.045,2.0,9.0,0.0,5.0,0.0,2.0,1.0,3.0,2.0,11.0,1.0,20.0,1.0,20.0,3.0,8.0,6.0,4.0,2.0,3.0,8.0,0.0
10473,2.0,9.0,0.0,5.0,0.0,2.0,1.0,3.0,2.0,11.0,1.0,20.0,1.0,20.0,3.0,8.0,6.0,4.0,2.0,3.0,8.0,3.0,4.0,33.0,-33.57166666666666,2.0,9.0,0.0,3.0,0.0,4.0,1.0,4.0,3.0,12.0,2.0,21.0,1.0,21.0,4.0,9.0,7.0,5.0,3.0,4.0,9.0,0.0
10474,2.0,9.0,0.0,3.0,0.0,4.0,1.0,4.0,3.0,12.0,2.0,21.0,1.0,21.0,4.0,9.0,7.0,5.0,3.0,4.0,9.0,3.0,4.0,33.0,-36.29833333333333,2.0,9.0,0.0,1.0,0.0,6.0,1.0,5.0,4.0,13.0,3.0,22.0,1.0,22.0,5.0,10.0,8.0,6.0,4.0,5.0,10.0,0.0
10475,2.0,9.0,0.0,1.0,0.0,6.0,1.0,5.0,4.0,13.0,3.0,22.0,1.0,22.0,5.0,10.0,8.0,6.0,4.0,5.0,10.0,3.0,4.0,33.0,-41.03999999999999,2.0,9.0,0.0,0.0,0.0,8.0,1.0,6.0,5.0,14.0,4.0,23.0,1.0,23.0,6.0,11.0,9.0,7.0,5.0,6.0,11.0,0.0
10476,2.0,9.0,0.0,0.0,0.0,8.0,1.0,6.0,5.0,14.0,4.0,23.0,1.0,23.0,6.0,11.0,9.0,7.0,5.0,6.0,11.0,3.0,4.0,33.0,-44.23166666666666,2.0,9.0,0.0,0.0,0.0,9.0,1.0,7.0,6.0,15.0,5.0,24.0,1.0,24.0,7.0,12.0,10.0,8.0,6.0,7.0,12.0,0.0
10477,2.0,9.0,0.0,0.0,0.0,9.0,1.0,7.0,6.0,15.0,5.0,24.0,1.0,24.0,7.0,12.0,10.0,8.0,6.0,7.0,12.0,3.0,4.0,33.0,-45.09833333333333,2.0,9.0,0.0,0.0,0.0,9.0,1.0,8.0,7.0,16.0,6.0,25.0,1.0,25.0,8.0,13.0,11.0,9.0,7.0,8.0,13.0,0.0
10478,2.0,9.0,0.0,0.0,0.0,9.0,1.0,8.0,7.0,16.0,6.0,25.0,1.0,25.0,8.0,13.0,11.0,9.0,7.0,8.0,13.0,19.0,4.0,33.0,-35.13333333333334,2.0,7.0,0.0,0.0,0.0,9.0,1.0,9.0,8.0,1.0,7.0,26.0,1.0,26.0,9.0,14.0,12.0,10.0,8.0,9.0,14.0,0.0
10479,2.0,7.0,0.0,0.0,0.0,9.0,1.0,9.0,8.0,1.0,7.0,26.0,1.0,26.0,9.0,14.0,12.0,10.0,8.0,9.0,14.0,38.0,4.0,10.0,-29.615,2.0,9.0,0.0,0.0,0.0,9.0,1.0,10.0,1.0,2.0,8.0,27.0,2.0,1.0,10.0,15.0,13.0,11.0,9.0,10.0,15.0,0.0
10480,2.0,9.0,0.0,0.0,0.0,9.0,1.0,10.0,1.0,2.0,8.0,27.0,2.0,1.0,10.0,15.0,13.0,11.0,9.0,10.0,15.0,1.0,8.0,51.0,-31.029999999999994,4.0,9.0,0.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,9.0,28.0,3.0,2.0,11.0,16.0,1.0,12.0,10.0,11.0,16.0,0.0
10481,4.0,9.0,0.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,9.0,28.0,3.0,2.0,11.0,16.0,1.0,12.0,10.0,11.0,16.0,20.0,22.0,19.0,-22.24,4.0,9.0,0.0,2.0,2.0,7.0,2.0,2.0,3.0,1.0,1.0,29.0,4.0,3.0,12.0,17.0,2.0,13.0,11.0,12.0,17.0,0.0
10482,4.0,9.0,0.0,2.0,2.0,7.0,2.0,2.0,3.0,1.0,1.0,29.0,4.0,3.0,12.0,17.0,2.0,13.0,11.0,12.0,17.0,67.0,22.0,72.0,-21.705,2.0,9.0,0.0,2.0,0.0,7.0,3.0,3.0,4.0,2.0,1.0,30.0,5.0,4.0,13.0,18.0,3.0,14.0,12.0,1.0,1.0,0.0
10483,2.0,9.0,0.0,2.0,0.0,7.0,3.0,3.0,4.0,2.0,1.0,30.0,5.0,4.0,13.0,18.0,3.0,14.0,12.0,1.0,1.0,42.0,63.0,15.0,-24.625,0.0,9.0,0.0,4.0,0.0,7.0,4.0,4.0,5.0,1.0,2.0,31.0,6.0,5.0,1.0,19.0,4.0,15.0,1.0,2.0,2.0,0.0
10484,0.0,9.0,0.0,4.0,0.0,7.0,4.0,4.0,5.0,1.0,2.0,31.0,6.0,5.0,1.0,19.0,4.0,15.0,1.0,2.0,2.0,48.0,22.0,19.0,-21.058333333333334,0.0,9.0,0.0,4.0,0.0,5.0,5.0,5.0,6.0,1.0,1.0,32.0,7.0,6.0,2.0,1.0,5.0,16.0,2.0,3.0,3.0,0.0
10485,0.0,9.0,0.0,4.0,0.0,5.0,5.0,5.0,6.0,1.0,1.0,32.0,7.0,6.0,2.0,1.0,5.0,16.0,2.0,3.0,3.0,1.0,2.0,10.0,-26.129999999999995,2.0,9.0,0.0,4.0,0.0,5.0,1.0,6.0,1.0,2.0,2.0,33.0,8.0,7.0,3.0,2.0,6.0,17.0,3.0,4.0,4.0,0.0
10486,2.0,9.0,0.0,4.0,0.0,5.0,1.0,6.0,1.0,2.0,2.0,33.0,8.0,7.0,3.0,2.0,6.0,17.0,3.0,4.0,4.0,1.0,22.0,19.0,-27.106666666666662,4.0,9.0,0.0,4.0,0.0,3.0,1.0,7.0,2.0,1.0,1.0,34.0,9.0,8.0,4.0,3.0,7.0,18.0,4.0,5.0,5.0,0.0
10487,4.0,9.0,0.0,4.0,0.0,3.0,1.0,7.0,2.0,1.0,1.0,34.0,9.0,8.0,4.0,3.0,7.0,18.0,4.0,5.0,5.0,38.0,25.0,19.0,-30.509999999999998,4.0,9.0,0.0,4.0,0.0,1.0,2.0,8.0,3.0,1.0,2.0,1.0,10.0,1.0,5.0,4.0,8.0,19.0,5.0,6.0,6.0,0.0
10488,4.0,9.0,0.0,4.0,0.0,1.0,2.0,8.0,3.0,1.0,2.0,1.0,10.0,1.0,5.0,4.0,8.0,19.0,5.0,6.0,6.0,42.0,55.0,72.0,-18.349999999999998,2.0,9.0,0.0,4.0,0.0,1.0,3.0,9.0,4.0,2.0,3.0,2.0,11.0,2.0,1.0,5.0,9.0,1.0,6.0,7.0,1.0,0.0
10489,2.0,9.0,0.0,4.0,0.0,1.0,3.0,9.0,4.0,2.0,3.0,2.0,11.0,2.0,1.0,5.0,9.0,1.0,6.0,7.0,1.0,48.0,7.0,16.0,-22.62333333333333,2.0,9.0,0.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,12.0,3.0,2.0,1.0,10.0,2.0,7.0,8.0,2.0,0.0
10490,2.0,9.0,0.0,4.0,2.0,1.0,4.0,1.0,5.0,1.0,4.0,3.0,12.0,3.0,2.0,1.0,10.0,2.0,7.0,8.0,2.0,1.0,41.0,54.0,-19.921666666666663,4.0,9.0,2.0,4.0,2.0,0.0,1.0,2.0,6.0,2.0,5.0,4.0,13.0,4.0,1.0,2.0,1.0,3.0,8.0,9.0,3.0,0.0
10491,4.0,9.0,2.0,4.0,2.0,0.0,1.0,2.0,6.0,2.0,5.0,4.0,13.0,4.0,1.0,2.0,1.0,3.0,8.0,9.0,3.0,42.0,41.0,16.0,-315.14166666666665,2.0,9.0,4.0,4.0,4.0,0.0,2.0,3.0,7.0,1.0,6.0,5.0,14.0,5.0,1.0,3.0,2.0,4.0,9.0,10.0,4.0,0.0
10492,2.0,9.0,4.0,4.0,4.0,0.0,2.0,3.0,7.0,1.0,6.0,5.0,14.0,5.0,1.0,3.0,2.0,4.0,9.0,10.0,4.0,1.0,41.0,16.0,-27.81,4.0,9.0,6.0,4.0,6.0,0.0,1.0,4.0,8.0,1.0,7.0,6.0,15.0,6.0,1.0,4.0,3.0,5.0,10.0,11.0,5.0,0.0
10493,4.0,9.0,6.0,4.0,6.0,0.0,1.0,4.0,8.0,1.0,7.0,6.0,15.0,6.0,1.0,4.0,3.0,5.0,10.0,11.0,5.0,28.0,41.0,16.0,-28.741666666666667,4.0,9.0,8.0,4.0,8.0,0.0,2.0,5.0,9.0,1.0,8.0,1.0,16.0,7.0,1.0,5.0,4.0,6.0,11.0,12.0,6.0,0.0
10494,4.0,9.0,8.0,4.0,8.0,0.0,2.0,5.0,9.0,1.0,8.0,1.0,16.0,7.0,1.0,5.0,4.0,6.0,11.0,12.0,6.0,1.0,41.0,16.0,-39.55,6.0,9.0,9.0,4.0,9.0,0.0,1.0,6.0,10.0,1.0,9.0,2.0,17.0,8.0,1.0,6.0,5.0,7.0,12.0,13.0,7.0,0.0
10495,6.0,9.0,9.0,4.0,9.0,0.0,1.0,6.0,10.0,1.0,9.0,2.0,17.0,8.0,1.0,6.0,5.0,7.0,12.0,13.0,7.0,38.0,41.0,16.0,-38.48833333333334,6.0,9.0,9.0,4.0,9.0,0.0,2.0,7.0,11.0,1.0,10.0,3.0,18.0,1.0,1.0,7.0,6.0,8.0,13.0,14.0,8.0,0.0
10496,6.0,9.0,9.0,4.0,9.0,0.0,2.0,7.0,11.0,1.0,10.0,3.0,18.0,1.0,1.0,7.0,6.0,8.0,13.0,14.0,8.0,48.0,41.0,16.0,-37.028333333333336,6.0,9.0,9.0,4.0,9.0,0.0,3.0,8.0,12.0,1.0,11.0,4.0,19.0,2.0,1.0,1.0,7.0,9.0,14.0,15.0,9.0,0.0
10497,6.0,9.0,9.0,4.0,9.0,0.0,3.0,8.0,12.0,1.0,11.0,4.0,19.0,2.0,1.0,1.0,7.0,9.0,14.0,15.0,9.0,1.0,41.0,16.0,-43.43,8.0,9.0,9.0,4.0,9.0,0.0,1.0,9.0,13.0,1.0,12.0,5.0,20.0,3.0,1.0,2.0,8.0,10.0,15.0,16.0,10.0,0.0
10498,8.0,9.0,9.0,4.0,9.0,0.0,1.0,9.0,13.0,1.0,12.0,5.0,20.0,3.0,1.0,2.0,8.0,10.0,15.0,16.0,10.0,38.0,41.0,16.0,-40.84166666666667,8.0,9.0,9.0,4.0,9.0,0.0,2.0,10.0,14.0,1.0,13.0,6.0,21.0,1.0,1.0,3.0,9.0,11.0,16.0,17.0,11.0,0.0
10499,8.0,9.0,9.0,4.0,9.0,0.0,2.0,10.0,14.0,1.0,13.0,6.0,21.0,1.0,1.0,3.0,9.0,11.0,16.0,17.0,11.0,1.0,41.0,16.0,-46.535,9.0,9.0,9.0,4.0,9.0,0.0,1.0,11.0,15.0,1.0,14.0,7.0,22.0,2.0,1.0,4.0,10.0,12.0,17.0,18.0,12.0,1.0
10500,9.0,4.0,1.0,4.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,20.0,16.0,-22.104999999999997,9.0,4.0,1.0,4.0,9.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
10501,9.0,4.0,1.0,4.0,9.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,36.0,41.0,16.0,-18.65333333333333,9.0,4.0,3.0,4.0,9.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
10502,9.0,4.0,3.0,4.0,9.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,20.0,16.0,-18.78833333333333,9.0,4.0,3.0,4.0,9.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0
10503,9.0,4.0,3.0,4.0,9.0,3.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,47.0,20.0,16.0,-322.17833333333334,7.0,4.0,3.0,4.0,9.0,3.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,0.0
10504,7.0,4.0,3.0,4.0,9.0,3.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,47.0,41.0,16.0,-19.279999999999998,5.0,4.0,5.0,4.0,9.0,3.0,6.0,3.0,6.0,1.0,2.0,6.0,6.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0
10505,5.0,4.0,5.0,4.0,9.0,3.0,6.0,3.0,6.0,1.0,2.0,6.0,6.0,4.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,41.0,16.0,-23.311666666666664,7.0,4.0,7.0,4.0,9.0,3.0,1.0,4.0,7.0,1.0,3.0,7.0,7.0,5.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0
10506,7.0,4.0,7.0,4.0,9.0,3.0,1.0,4.0,7.0,1.0,3.0,7.0,7.0,5.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,41.0,16.0,-29.691666666666666,9.0,4.0,9.0,4.0,9.0,3.0,1.0,5.0,8.0,1.0,4.0,8.0,8.0,6.0,1.0,3.0,8.0,8.0,8.0,8.0,8.0,0.0
10507,9.0,4.0,9.0,4.0,9.0,3.0,1.0,5.0,8.0,1.0,4.0,8.0,8.0,6.0,1.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,41.0,16.0,-30.491666666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,6.0,9.0,1.0,5.0,9.0,9.0,7.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,0.0
10508,9.0,4.0,9.0,4.0,9.0,3.0,1.0,6.0,9.0,1.0,5.0,9.0,9.0,7.0,1.0,4.0,9.0,9.0,9.0,9.0,9.0,1.0,41.0,16.0,-31.291666666666664,9.0,4.0,9.0,4.0,9.0,3.0,1.0,7.0,10.0,1.0,6.0,10.0,10.0,8.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,0.0
10509,9.0,4.0,9.0,4.0,9.0,3.0,1.0,7.0,10.0,1.0,6.0,10.0,10.0,8.0,1.0,5.0,10.0,10.0,10.0,10.0,10.0,1.0,41.0,16.0,-32.09166666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,8.0,11.0,1.0,7.0,11.0,11.0,9.0,1.0,6.0,11.0,11.0,11.0,11.0,11.0,0.0
10510,9.0,4.0,9.0,4.0,9.0,3.0,1.0,8.0,11.0,1.0,7.0,11.0,11.0,9.0,1.0,6.0,11.0,11.0,11.0,11.0,11.0,1.0,41.0,16.0,-32.891666666666666,9.0,4.0,9.0,4.0,9.0,3.0,1.0,9.0,12.0,1.0,8.0,12.0,12.0,10.0,1.0,7.0,12.0,12.0,12.0,12.0,12.0,0.0
10511,9.0,4.0,9.0,4.0,9.0,3.0,1.0,9.0,12.0,1.0,8.0,12.0,12.0,10.0,1.0,7.0,12.0,12.0,12.0,12.0,12.0,1.0,41.0,16.0,-33.69166666666666,9.0,4.0,9.0,4.0,9.0,3.0,1.0,10.0,13.0,1.0,9.0,13.0,13.0,11.0,1.0,8.0,13.0,13.0,13.0,13.0,13.0,0.0
10512,9.0,4.0,9.0,4.0,9.0,3.0,1.0,10.0,13.0,1.0,9.0,13.0,13.0,11.0,1.0,8.0,13.0,13.0,13.0,13.0,13.0,1.0,41.0,16.0,-34.49166666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,11.0,14.0,1.0,10.0,14.0,14.0,12.0,1.0,9.0,14.0,14.0,14.0,14.0,14.0,0.0
10513,9.0,4.0,9.0,4.0,9.0,3.0,1.0,11.0,14.0,1.0,10.0,14.0,14.0,12.0,1.0,9.0,14.0,14.0,14.0,14.0,14.0,1.0,41.0,16.0,-35.291666666666664,9.0,4.0,9.0,4.0,9.0,3.0,1.0,12.0,15.0,1.0,11.0,15.0,15.0,13.0,1.0,10.0,15.0,15.0,15.0,15.0,15.0,0.0
10514,9.0,4.0,9.0,4.0,9.0,3.0,1.0,12.0,15.0,1.0,11.0,15.0,15.0,13.0,1.0,10.0,15.0,15.0,15.0,15.0,15.0,1.0,41.0,16.0,-36.09166666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,13.0,16.0,1.0,12.0,16.0,16.0,14.0,1.0,11.0,16.0,16.0,16.0,16.0,16.0,0.0
10515,9.0,4.0,9.0,4.0,9.0,3.0,1.0,13.0,16.0,1.0,12.0,16.0,16.0,14.0,1.0,11.0,16.0,16.0,16.0,16.0,16.0,1.0,41.0,16.0,-36.891666666666666,9.0,4.0,9.0,4.0,9.0,3.0,1.0,14.0,17.0,1.0,13.0,17.0,17.0,15.0,1.0,12.0,17.0,17.0,17.0,17.0,17.0,0.0
10516,9.0,4.0,9.0,4.0,9.0,3.0,1.0,14.0,17.0,1.0,13.0,17.0,17.0,15.0,1.0,12.0,17.0,17.0,17.0,17.0,17.0,1.0,41.0,16.0,-37.69166666666666,9.0,4.0,9.0,4.0,9.0,3.0,1.0,15.0,18.0,1.0,14.0,18.0,18.0,16.0,1.0,13.0,18.0,18.0,18.0,18.0,18.0,0.0
10517,9.0,4.0,9.0,4.0,9.0,3.0,1.0,15.0,18.0,1.0,14.0,18.0,18.0,16.0,1.0,13.0,18.0,18.0,18.0,18.0,18.0,1.0,41.0,16.0,-38.49166666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,16.0,19.0,1.0,15.0,19.0,19.0,17.0,1.0,14.0,19.0,19.0,19.0,19.0,19.0,0.0
10518,9.0,4.0,9.0,4.0,9.0,3.0,1.0,16.0,19.0,1.0,15.0,19.0,19.0,17.0,1.0,14.0,19.0,19.0,19.0,19.0,19.0,1.0,41.0,16.0,-39.291666666666664,9.0,4.0,9.0,4.0,9.0,3.0,1.0,17.0,20.0,1.0,16.0,20.0,20.0,18.0,1.0,15.0,20.0,20.0,20.0,20.0,20.0,0.0
10519,9.0,4.0,9.0,4.0,9.0,3.0,1.0,17.0,20.0,1.0,16.0,20.0,20.0,18.0,1.0,15.0,20.0,20.0,20.0,20.0,20.0,1.0,41.0,16.0,-40.09166666666667,9.0,4.0,9.0,4.0,9.0,3.0,1.0,18.0,21.0,1.0,17.0,21.0,21.0,19.0,1.0,16.0,21.0,21.0,21.0,21.0,21.0,0.0
10520,9.0,4.0,9.0,4.0,9.0,3.0,1.0,18.0,21.0,1.0,17.0,21.0,21.0,19.0,1.0,16.0,21.0,21.0,21.0,21.0,21.0,43.0,41.0,16.0,-38.013333333333335,9.0,6.0,9.0,4.0,9.0,3.0,2.0,19.0,22.0,1.0,18.0,22.0,22.0,20.0,1.0,17.0,22.0,22.0,22.0,22.0,22.0,0.0
10521,9.0,6.0,9.0,4.0,9.0,3.0,2.0,19.0,22.0,1.0,18.0,22.0,22.0,20.0,1.0,17.0,22.0,22.0,22.0,22.0,22.0,1.0,41.0,16.0,-44.17166666666667,9.0,6.0,9.0,4.0,9.0,3.0,1.0,20.0,23.0,1.0,19.0,23.0,23.0,21.0,1.0,18.0,23.0,23.0,23.0,23.0,23.0,0.0
10522,9.0,6.0,9.0,4.0,9.0,3.0,1.0,20.0,23.0,1.0,19.0,23.0,23.0,21.0,1.0,18.0,23.0,23.0,23.0,23.0,23.0,1.0,41.0,16.0,-44.971666666666664,9.0,6.0,9.0,4.0,9.0,3.0,1.0,21.0,24.0,1.0,20.0,24.0,24.0,22.0,1.0,19.0,24.0,24.0,24.0,24.0,24.0,0.0
10523,9.0,6.0,9.0,4.0,9.0,3.0,1.0,21.0,24.0,1.0,20.0,24.0,24.0,22.0,1.0,19.0,24.0,24.0,24.0,24.0,24.0,1.0,41.0,69.0,-37.88333333333333,9.0,6.0,9.0,4.0,9.0,1.0,1.0,22.0,25.0,2.0,21.0,25.0,25.0,23.0,1.0,20.0,25.0,25.0,25.0,1.0,25.0,0.0
10524,9.0,6.0,9.0,4.0,9.0,1.0,1.0,22.0,25.0,2.0,21.0,25.0,25.0,23.0,1.0,20.0,25.0,25.0,25.0,1.0,25.0,1.0,25.0,12.0,-31.298333333333332,9.0,6.0,9.0,4.0,7.0,1.0,1.0,23.0,1.0,3.0,22.0,1.0,26.0,24.0,2.0,21.0,26.0,26.0,26.0,2.0,26.0,0.0
10525,9.0,6.0,9.0,4.0,7.0,1.0,1.0,23.0,1.0,3.0,22.0,1.0,26.0,24.0,2.0,21.0,26.0,26.0,26.0,2.0,26.0,1.0,25.0,16.0,-40.025,9.0,6.0,9.0,4.0,9.0,1.0,1.0,24.0,2.0,1.0,23.0,1.0,27.0,25.0,3.0,22.0,27.0,27.0,27.0,3.0,27.0,0.0
