,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
11393,0.0,4.0,0.0,4.0,4.0,2.0,18.0,1.0,10.0,2.0,7.0,1.0,21.0,4.0,2.0,6.0,1.0,5.0,2.0,15.0,3.0,7.0,54.0,71.0,-27.039999999999996,0.0,4.0,0.0,2.0,6.0,2.0,19.0,1.0,11.0,3.0,8.0,2.0,22.0,5.0,3.0,7.0,1.0,6.0,3.0,16.0,1.0,0.0
11394,0.0,4.0,0.0,2.0,6.0,2.0,19.0,1.0,11.0,3.0,8.0,2.0,22.0,5.0,3.0,7.0,1.0,6.0,3.0,16.0,1.0,7.0,54.0,71.0,-32.8,0.0,4.0,0.0,0.0,8.0,2.0,20.0,1.0,12.0,4.0,9.0,3.0,23.0,6.0,4.0,8.0,1.0,7.0,4.0,17.0,1.0,0.0
11395,0.0,4.0,0.0,0.0,8.0,2.0,20.0,1.0,12.0,4.0,9.0,3.0,23.0,6.0,4.0,8.0,1.0,7.0,4.0,17.0,1.0,7.0,51.0,71.0,-33.754999999999995,0.0,4.0,2.0,0.0,9.0,2.0,21.0,1.0,13.0,5.0,10.0,4.0,24.0,7.0,5.0,9.0,1.0,8.0,5.0,18.0,1.0,0.0
11396,0.0,4.0,2.0,0.0,9.0,2.0,21.0,1.0,13.0,5.0,10.0,4.0,24.0,7.0,5.0,9.0,1.0,8.0,5.0,18.0,1.0,7.0,42.0,71.0,-41.263333333333335,0.0,4.0,0.0,0.0,9.0,2.0,22.0,1.0,14.0,6.0,11.0,5.0,25.0,8.0,1.0,10.0,2.0,9.0,6.0,19.0,1.0,0.0
11397,0.0,4.0,0.0,0.0,9.0,2.0,22.0,1.0,14.0,6.0,11.0,5.0,25.0,8.0,1.0,10.0,2.0,9.0,6.0,19.0,1.0,7.0,54.0,34.0,-22.261666666666667,0.0,4.0,0.0,0.0,9.0,0.0,23.0,1.0,15.0,7.0,12.0,6.0,1.0,9.0,2.0,11.0,1.0,10.0,7.0,20.0,2.0,0.0
11398,0.0,4.0,0.0,0.0,9.0,0.0,23.0,1.0,15.0,7.0,12.0,6.0,1.0,9.0,2.0,11.0,1.0,10.0,7.0,20.0,2.0,0.0,15.0,75.0,-16.301666666666666,0.0,4.0,0.0,0.0,9.0,0.0,1.0,2.0,16.0,1.0,13.0,7.0,2.0,10.0,3.0,12.0,2.0,11.0,8.0,21.0,3.0,0.0
11399,0.0,4.0,0.0,0.0,9.0,0.0,1.0,2.0,16.0,1.0,13.0,7.0,2.0,10.0,3.0,12.0,2.0,11.0,8.0,21.0,3.0,67.0,57.0,7.0,-24.025,0.0,4.0,0.0,0.0,7.0,0.0,2.0,1.0,17.0,2.0,14.0,8.0,3.0,11.0,4.0,13.0,3.0,1.0,9.0,1.0,4.0,1.0
11400,8.0,5.0,7.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,33.0,45.0,-12.65,6.0,5.0,7.0,4.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
11401,6.0,5.0,7.0,4.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,18.0,33.0,45.0,-19.273333333333333,6.0,7.0,7.0,6.0,9.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0
11402,6.0,7.0,7.0,6.0,9.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,18.0,33.0,7.0,-17.15,6.0,9.0,7.0,8.0,7.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0
11403,6.0,9.0,7.0,8.0,7.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,67.0,44.0,7.0,-8.870000000000001,4.0,9.0,7.0,6.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,0.0
11404,4.0,9.0,7.0,6.0,5.0,2.0,5.0,1.0,4.0,2.0,5.0,5.0,2.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,18.0,27.0,7.0,-11.351666666666667,4.0,9.0,5.0,6.0,3.0,2.0,6.0,1.0,5.0,1.0,6.0,1.0,3.0,6.0,2.0,4.0,6.0,6.0,6.0,2.0,6.0,0.0
11405,4.0,9.0,5.0,6.0,3.0,2.0,6.0,1.0,5.0,1.0,6.0,1.0,3.0,6.0,2.0,4.0,6.0,6.0,6.0,2.0,6.0,64.0,33.0,7.0,-24.394999999999996,4.0,7.0,5.0,8.0,1.0,2.0,7.0,1.0,6.0,2.0,7.0,2.0,1.0,7.0,3.0,5.0,7.0,7.0,1.0,3.0,7.0,0.0
11406,4.0,7.0,5.0,8.0,1.0,2.0,7.0,1.0,6.0,2.0,7.0,2.0,1.0,7.0,3.0,5.0,7.0,7.0,1.0,3.0,7.0,0.0,44.0,7.0,-18.77166666666667,4.0,7.0,5.0,6.0,0.0,2.0,1.0,1.0,7.0,3.0,8.0,3.0,2.0,8.0,1.0,6.0,8.0,8.0,2.0,4.0,8.0,0.0
11407,4.0,7.0,5.0,6.0,0.0,2.0,1.0,1.0,7.0,3.0,8.0,3.0,2.0,8.0,1.0,6.0,8.0,8.0,2.0,4.0,8.0,52.0,57.0,7.0,-316.6233333333334,2.0,7.0,3.0,6.0,0.0,2.0,2.0,1.0,8.0,4.0,9.0,4.0,3.0,9.0,2.0,7.0,1.0,1.0,3.0,5.0,9.0,0.0
11408,2.0,7.0,3.0,6.0,0.0,2.0,2.0,1.0,8.0,4.0,9.0,4.0,3.0,9.0,2.0,7.0,1.0,1.0,3.0,5.0,9.0,37.0,57.0,7.0,-25.415,0.0,7.0,1.0,6.0,0.0,2.0,3.0,1.0,9.0,5.0,10.0,5.0,4.0,1.0,3.0,8.0,2.0,1.0,4.0,6.0,10.0,0.0
11409,0.0,7.0,1.0,6.0,0.0,2.0,3.0,1.0,9.0,5.0,10.0,5.0,4.0,1.0,3.0,8.0,2.0,1.0,4.0,6.0,10.0,79.0,44.0,7.0,-16.22833333333333,0.0,5.0,1.0,4.0,0.0,2.0,4.0,1.0,10.0,6.0,11.0,6.0,5.0,2.0,1.0,9.0,3.0,2.0,5.0,7.0,11.0,0.0
11410,0.0,5.0,1.0,4.0,0.0,2.0,4.0,1.0,10.0,6.0,11.0,6.0,5.0,2.0,1.0,9.0,3.0,2.0,5.0,7.0,11.0,79.0,44.0,75.0,-11.891666666666667,0.0,3.0,1.0,2.0,0.0,2.0,5.0,2.0,11.0,7.0,12.0,7.0,6.0,3.0,1.0,10.0,4.0,3.0,6.0,8.0,12.0,0.0
11411,0.0,3.0,1.0,2.0,0.0,2.0,5.0,2.0,11.0,7.0,12.0,7.0,6.0,3.0,1.0,10.0,4.0,3.0,6.0,8.0,12.0,37.0,44.0,75.0,-22.7,0.0,3.0,1.0,0.0,0.0,2.0,6.0,3.0,12.0,8.0,13.0,8.0,7.0,1.0,1.0,11.0,5.0,4.0,7.0,9.0,13.0,0.0
11412,0.0,3.0,1.0,0.0,0.0,2.0,6.0,3.0,12.0,8.0,13.0,8.0,7.0,1.0,1.0,11.0,5.0,4.0,7.0,9.0,13.0,79.0,45.0,75.0,-9.171666666666667,0.0,1.0,1.0,0.0,0.0,2.0,7.0,4.0,13.0,9.0,14.0,9.0,8.0,2.0,2.0,1.0,6.0,5.0,8.0,10.0,14.0,0.0
11413,0.0,1.0,1.0,0.0,0.0,2.0,7.0,4.0,13.0,9.0,14.0,9.0,8.0,2.0,2.0,1.0,6.0,5.0,8.0,10.0,14.0,37.0,44.0,54.0,-27.794999999999998,0.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,14.0,10.0,15.0,10.0,9.0,1.0,1.0,2.0,1.0,6.0,9.0,11.0,15.0,0.0
11414,0.0,1.0,1.0,0.0,0.0,0.0,8.0,5.0,14.0,10.0,15.0,10.0,9.0,1.0,1.0,2.0,1.0,6.0,9.0,11.0,15.0,37.0,12.0,29.0,-40.14833333333333,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,11.0,16.0,1.0,10.0,1.0,2.0,3.0,2.0,7.0,10.0,12.0,16.0,0.0
11415,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,11.0,16.0,1.0,10.0,1.0,2.0,3.0,2.0,7.0,10.0,12.0,16.0,67.0,19.0,62.0,-38.638333333333335,0.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,1.0,17.0,2.0,11.0,2.0,3.0,4.0,3.0,8.0,1.0,1.0,17.0,0.0
11416,0.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,1.0,17.0,2.0,11.0,2.0,3.0,4.0,3.0,8.0,1.0,1.0,17.0,0.0,33.0,71.0,-28.89,0.0,1.0,0.0,2.0,2.0,0.0,1.0,8.0,3.0,2.0,18.0,3.0,1.0,3.0,4.0,5.0,4.0,9.0,2.0,2.0,1.0,0.0
11417,0.0,1.0,0.0,2.0,2.0,0.0,1.0,8.0,3.0,2.0,18.0,3.0,1.0,3.0,4.0,5.0,4.0,9.0,2.0,2.0,1.0,7.0,57.0,55.0,-32.94166666666667,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,4.0,3.0,19.0,4.0,2.0,4.0,5.0,6.0,5.0,1.0,3.0,3.0,2.0,0.0
11418,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,4.0,3.0,19.0,4.0,2.0,4.0,5.0,6.0,5.0,1.0,3.0,3.0,2.0,46.0,18.0,20.0,-13.01,2.0,1.0,0.0,4.0,2.0,0.0,3.0,2.0,5.0,1.0,1.0,5.0,3.0,5.0,6.0,1.0,6.0,2.0,4.0,4.0,3.0,0.0
11419,2.0,1.0,0.0,4.0,2.0,0.0,3.0,2.0,5.0,1.0,1.0,5.0,3.0,5.0,6.0,1.0,6.0,2.0,4.0,4.0,3.0,0.0,13.0,7.0,-18.30333333333333,2.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,6.0,7.0,2.0,7.0,3.0,5.0,5.0,4.0,0.0
11420,2.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,6.0,7.0,2.0,7.0,3.0,5.0,5.0,4.0,67.0,57.0,7.0,-20.718333333333334,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,7.0,5.0,7.0,8.0,3.0,8.0,1.0,6.0,1.0,5.0,0.0
11421,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,7.0,5.0,7.0,8.0,3.0,8.0,1.0,6.0,1.0,5.0,39.0,42.0,7.0,-21.116666666666664,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,8.0,6.0,1.0,1.0,4.0,9.0,2.0,7.0,2.0,6.0,0.0
11422,0.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,3.0,4.0,4.0,8.0,6.0,1.0,1.0,4.0,9.0,2.0,7.0,2.0,6.0,74.0,54.0,12.0,-30.526666666666667,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,1.0,5.0,5.0,9.0,7.0,2.0,2.0,5.0,1.0,3.0,8.0,3.0,1.0,0.0
11423,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,1.0,5.0,5.0,9.0,7.0,2.0,2.0,5.0,1.0,3.0,8.0,3.0,1.0,76.0,45.0,28.0,-16.33333333333333,2.0,0.0,0.0,4.0,0.0,2.0,5.0,3.0,2.0,6.0,6.0,1.0,8.0,3.0,3.0,1.0,2.0,4.0,9.0,4.0,2.0,0.0
11424,2.0,0.0,0.0,4.0,0.0,2.0,5.0,3.0,2.0,6.0,6.0,1.0,8.0,3.0,3.0,1.0,2.0,4.0,9.0,4.0,2.0,33.0,54.0,9.0,-23.596666666666668,2.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,3.0,7.0,7.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,10.0,5.0,3.0,0.0
11425,2.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,3.0,7.0,7.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,10.0,5.0,3.0,0.0,57.0,55.0,-25.568333333333335,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,8.0,8.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,11.0,6.0,4.0,0.0
11426,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,8.0,8.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,11.0,6.0,4.0,39.0,57.0,12.0,-28.691666666666666,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,9.0,9.0,4.0,3.0,1.0,6.0,4.0,3.0,1.0,12.0,7.0,5.0,0.0
11427,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,9.0,9.0,4.0,3.0,1.0,6.0,4.0,3.0,1.0,12.0,7.0,5.0,17.0,45.0,62.0,-31.125,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,10.0,5.0,4.0,2.0,7.0,1.0,4.0,2.0,1.0,8.0,6.0,0.0
11428,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,2.0,1.0,10.0,5.0,4.0,2.0,7.0,1.0,4.0,2.0,1.0,8.0,6.0,67.0,24.0,24.0,-34.955,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,1.0,6.0,5.0,3.0,8.0,2.0,5.0,3.0,2.0,1.0,7.0,0.0
11429,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,1.0,6.0,5.0,3.0,8.0,2.0,5.0,3.0,2.0,1.0,7.0,0.0,13.0,51.0,-18.569999999999997,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,1.0,3.0,2.0,7.0,6.0,4.0,9.0,3.0,1.0,4.0,3.0,2.0,8.0,0.0
11430,0.0,0.0,0.0,2.0,2.0,0.0,1.0,6.0,1.0,3.0,2.0,7.0,6.0,4.0,9.0,3.0,1.0,4.0,3.0,2.0,8.0,67.0,57.0,42.0,-30.04,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,2.0,4.0,3.0,8.0,7.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,9.0,0.0
11431,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,2.0,4.0,3.0,8.0,7.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,9.0,76.0,54.0,74.0,-20.076666666666664,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,5.0,4.0,9.0,8.0,6.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,0.0
11432,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,5.0,4.0,9.0,8.0,6.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,7.0,54.0,12.0,-31.281666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,5.0,10.0,9.0,7.0,3.0,6.0,1.0,3.0,6.0,3.0,2.0,0.0
11433,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,6.0,5.0,10.0,9.0,7.0,3.0,6.0,1.0,3.0,6.0,3.0,2.0,37.0,45.0,28.0,-23.463333333333328,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,7.0,6.0,1.0,10.0,1.0,4.0,1.0,2.0,4.0,7.0,4.0,3.0,0.0
11434,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,7.0,6.0,1.0,10.0,1.0,4.0,1.0,2.0,4.0,7.0,4.0,3.0,31.0,54.0,62.0,-33.27166666666667,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,8.0,7.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,4.0,0.0
11435,2.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,8.0,7.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,4.0,0.0,57.0,50.0,-20.451666666666668,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,3.0,2.0,3.0,6.0,3.0,1.0,1.0,2.0,6.0,5.0,0.0
11436,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,9.0,8.0,3.0,2.0,3.0,6.0,3.0,1.0,1.0,2.0,6.0,5.0,37.0,57.0,17.0,-25.545,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,1.0,9.0,4.0,3.0,1.0,7.0,4.0,2.0,1.0,3.0,7.0,6.0,0.0
11437,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,1.0,9.0,4.0,3.0,1.0,7.0,4.0,2.0,1.0,3.0,7.0,6.0,67.0,57.0,20.0,-33.781666666666666,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,2.0,1.0,5.0,4.0,2.0,8.0,5.0,3.0,1.0,4.0,1.0,7.0,0.0
11438,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,6.0,2.0,1.0,5.0,4.0,2.0,8.0,5.0,3.0,1.0,4.0,1.0,7.0,0.0,74.0,12.0,-25.81,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,3.0,2.0,6.0,5.0,3.0,9.0,6.0,4.0,2.0,5.0,2.0,1.0,0.0
11439,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,3.0,2.0,6.0,5.0,3.0,9.0,6.0,4.0,2.0,5.0,2.0,1.0,7.0,45.0,51.0,-15.601666666666665,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,7.0,6.0,4.0,10.0,1.0,1.0,3.0,6.0,3.0,2.0,0.0
11440,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,7.0,6.0,4.0,10.0,1.0,1.0,3.0,6.0,3.0,2.0,37.0,78.0,28.0,-15.713333333333333,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,7.0,1.0,11.0,2.0,2.0,4.0,7.0,4.0,3.0,0.0
11441,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,7.0,1.0,11.0,2.0,2.0,4.0,7.0,4.0,3.0,17.0,17.0,43.0,-13.476666666666667,0.0,0.0,0.0,2.0,2.0,6.0,4.0,3.0,4.0,1.0,5.0,2.0,8.0,2.0,1.0,3.0,3.0,5.0,8.0,5.0,4.0,0.0
11442,0.0,0.0,0.0,2.0,2.0,6.0,4.0,3.0,4.0,1.0,5.0,2.0,8.0,2.0,1.0,3.0,3.0,5.0,8.0,5.0,4.0,52.0,54.0,12.0,-20.519999999999996,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,1.0,2.0,6.0,3.0,9.0,3.0,2.0,4.0,1.0,6.0,9.0,6.0,5.0,0.0
11443,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,1.0,2.0,6.0,3.0,9.0,3.0,2.0,4.0,1.0,6.0,9.0,6.0,5.0,37.0,45.0,68.0,-18.01833333333333,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,2.0,3.0,7.0,4.0,10.0,1.0,3.0,1.0,2.0,7.0,10.0,1.0,6.0,0.0
11444,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,2.0,3.0,7.0,4.0,10.0,1.0,3.0,1.0,2.0,7.0,10.0,1.0,6.0,37.0,54.0,9.0,-26.235,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,3.0,4.0,8.0,5.0,11.0,1.0,4.0,2.0,1.0,8.0,11.0,2.0,7.0,0.0
11445,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,3.0,4.0,8.0,5.0,11.0,1.0,4.0,2.0,1.0,8.0,11.0,2.0,7.0,37.0,45.0,68.0,-19.151666666666667,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,4.0,5.0,9.0,6.0,12.0,1.0,5.0,1.0,2.0,9.0,12.0,1.0,8.0,0.0
11446,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,4.0,5.0,9.0,6.0,12.0,1.0,5.0,1.0,2.0,9.0,12.0,1.0,8.0,37.0,45.0,9.0,-24.689999999999998,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,5.0,6.0,10.0,7.0,13.0,1.0,6.0,1.0,3.0,10.0,13.0,2.0,9.0,0.0
11447,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,5.0,6.0,10.0,7.0,13.0,1.0,6.0,1.0,3.0,10.0,13.0,2.0,9.0,37.0,45.0,9.0,-23.63,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,6.0,7.0,11.0,8.0,14.0,1.0,7.0,1.0,4.0,11.0,14.0,3.0,10.0,0.0
11448,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,6.0,7.0,11.0,8.0,14.0,1.0,7.0,1.0,4.0,11.0,14.0,3.0,10.0,37.0,45.0,9.0,-23.81,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,7.0,8.0,12.0,9.0,15.0,1.0,8.0,1.0,5.0,12.0,15.0,4.0,11.0,0.0
11449,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,7.0,8.0,12.0,9.0,15.0,1.0,8.0,1.0,5.0,12.0,15.0,4.0,11.0,37.0,45.0,9.0,-25.23,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.0,9.0,13.0,10.0,16.0,1.0,9.0,1.0,6.0,13.0,16.0,5.0,12.0,0.0
11450,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.0,9.0,13.0,10.0,16.0,1.0,9.0,1.0,6.0,13.0,16.0,5.0,12.0,18.0,45.0,9.0,-22.396666666666665,0.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,9.0,1.0,14.0,11.0,17.0,2.0,10.0,1.0,7.0,14.0,17.0,6.0,13.0,0.0
11451,0.0,2.0,0.0,0.0,0.0,0.0,13.0,1.0,9.0,1.0,14.0,11.0,17.0,2.0,10.0,1.0,7.0,14.0,17.0,6.0,13.0,37.0,45.0,24.0,-28.618333333333332,0.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,10.0,2.0,1.0,12.0,18.0,1.0,11.0,1.0,8.0,15.0,18.0,7.0,14.0,0.0
11452,0.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,10.0,2.0,1.0,12.0,18.0,1.0,11.0,1.0,8.0,15.0,18.0,7.0,14.0,37.0,34.0,72.0,-37.18333333333334,0.0,2.0,0.0,0.0,0.0,0.0,15.0,3.0,11.0,3.0,2.0,13.0,1.0,1.0,12.0,2.0,9.0,16.0,19.0,8.0,1.0,0.0
11453,0.0,2.0,0.0,0.0,0.0,0.0,15.0,3.0,11.0,3.0,2.0,13.0,1.0,1.0,12.0,2.0,9.0,16.0,19.0,8.0,1.0,0.0,45.0,51.0,-14.129999999999999,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,12.0,4.0,3.0,14.0,2.0,2.0,13.0,1.0,1.0,17.0,20.0,9.0,2.0,0.0
11454,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,12.0,4.0,3.0,14.0,2.0,2.0,13.0,1.0,1.0,17.0,20.0,9.0,2.0,37.0,57.0,69.0,-30.313333333333336,0.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,13.0,5.0,4.0,15.0,3.0,1.0,14.0,2.0,2.0,1.0,21.0,1.0,3.0,0.0
11455,0.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,13.0,5.0,4.0,15.0,3.0,1.0,14.0,2.0,2.0,1.0,21.0,1.0,3.0,76.0,12.0,12.0,-32.92666666666667,2.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,6.0,5.0,16.0,4.0,2.0,15.0,3.0,3.0,2.0,22.0,2.0,4.0,0.0
11456,2.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,6.0,5.0,16.0,4.0,2.0,15.0,3.0,3.0,2.0,22.0,2.0,4.0,76.0,63.0,51.0,-25.439999999999998,4.0,2.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,7.0,6.0,17.0,5.0,3.0,16.0,4.0,1.0,3.0,1.0,3.0,5.0,0.0
11457,4.0,2.0,0.0,2.0,2.0,0.0,4.0,7.0,2.0,7.0,6.0,17.0,5.0,3.0,16.0,4.0,1.0,3.0,1.0,3.0,5.0,37.0,59.0,42.0,-31.01833333333333,2.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,8.0,7.0,18.0,6.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,6.0,0.0
11458,2.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,8.0,7.0,18.0,6.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,6.0,76.0,77.0,12.0,-19.263333333333335,4.0,2.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,9.0,8.0,19.0,7.0,2.0,2.0,6.0,3.0,2.0,3.0,5.0,7.0,0.0
11459,4.0,2.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,9.0,8.0,19.0,7.0,2.0,2.0,6.0,3.0,2.0,3.0,5.0,7.0,76.0,77.0,51.0,-9.988333333333333,6.0,2.0,0.0,0.0,2.0,0.0,7.0,10.0,2.0,10.0,9.0,20.0,8.0,3.0,3.0,7.0,1.0,3.0,4.0,6.0,8.0,0.0
11460,6.0,2.0,0.0,0.0,2.0,0.0,7.0,10.0,2.0,10.0,9.0,20.0,8.0,3.0,3.0,7.0,1.0,3.0,4.0,6.0,8.0,37.0,77.0,74.0,-18.005,4.0,2.0,0.0,0.0,2.0,0.0,8.0,11.0,3.0,11.0,10.0,21.0,9.0,1.0,4.0,8.0,2.0,4.0,5.0,7.0,1.0,0.0
11461,4.0,2.0,0.0,0.0,2.0,0.0,8.0,11.0,3.0,11.0,10.0,21.0,9.0,1.0,4.0,8.0,2.0,4.0,5.0,7.0,1.0,76.0,77.0,12.0,-21.13,6.0,2.0,0.0,0.0,0.0,0.0,9.0,12.0,1.0,12.0,11.0,22.0,10.0,2.0,5.0,9.0,3.0,5.0,6.0,8.0,2.0,0.0
11462,6.0,2.0,0.0,0.0,0.0,0.0,9.0,12.0,1.0,12.0,11.0,22.0,10.0,2.0,5.0,9.0,3.0,5.0,6.0,8.0,2.0,76.0,77.0,51.0,-11.854999999999999,8.0,2.0,0.0,0.0,2.0,0.0,10.0,13.0,2.0,13.0,12.0,23.0,11.0,3.0,6.0,10.0,1.0,6.0,7.0,9.0,3.0,0.0
11463,8.0,2.0,0.0,0.0,2.0,0.0,10.0,13.0,2.0,13.0,12.0,23.0,11.0,3.0,6.0,10.0,1.0,6.0,7.0,9.0,3.0,37.0,46.0,42.0,-20.423333333333332,6.0,2.0,2.0,0.0,0.0,0.0,11.0,14.0,3.0,14.0,13.0,24.0,12.0,1.0,1.0,1.0,2.0,7.0,8.0,10.0,4.0,0.0
