episode,epsilon,steps,global_step,team_return,shaped_team_return,agent_returns,shaped_agent_returns,total_power,total_risk_events,total_movement_distance,total_wasted_move,total_goal_completions,final_mean_aoi
37,0.5941000000000001,100,4200,-4798.34765625,-4818.47265625,"[-4789.9970703125, -4806.69775390625]","[-4810.197265625, -4826.748046875]",0.03340084810042754,2,218.66282218694687,80.2437185668703,0,75.7
38,0.5842,100,4300,-4513.5078125,-4540.2119140625,"[-4645.99755859375, -4381.0185546875]","[-4659.5791015625, -4420.8447265625]",0.07004040526226163,1,210.59345307946205,105.5596071103212,0,82.8
39,0.5743,100,4400,-4776.7841796875,-4799.6474609375,"[-4764.60205078125, -4788.9658203125]","[-4778.044921875, -4821.25048828125]",0.048727011308074,0,204.21863436698914,92.65940566287325,0,87.9
40,0.5644,100,4500,-5449.0,-5471.6669921875,"[-5749.0, -5149.0]","[-5761.2392578125, -5182.0947265625]",0.0,2,206.50693371891975,89.83428418202881,0,100.0
41,0.5545,100,4600,-4903.83203125,-4929.685546875,"[-4899.69970703125, -4907.96435546875]","[-4925.20556640625, -4934.166015625]",0.016529111191630363,0,201.56922444701195,95.36530245433063,0,94.3
42,0.5446,100,4700,-4696.3408203125,-4726.18310546875,"[-4971.50146484375, -4421.18017578125]","[-4995.62158203125, -4456.74462890625]",0.09936010651290417,2,190.61733371019363,117.74914225735702,0,81.3
43,0.5347,100,4800,-4804.29931640625,-4820.796875,"[-4775.40185546875, -4833.19677734375]","[-4789.88330078125, -4851.7099609375]",0.11558994650840759,0,221.4538992345333,76.00294275667483,0,90.2
44,0.5248,100,4900,-5075.0966796875,-5096.35693359375,"[-5333.49951171875, -4816.693359375]","[-5345.60009765625, -4847.11376953125]",0.16638717707246542,2,207.8422710299492,96.11873779721151,0,81.7
45,0.5149,100,5000,-4592.86083984375,-4615.21875,"[-4988.396484375, -4197.3251953125]","[-5001.71533203125, -4228.7216796875]",0.21785095147788525,3,208.35764828324318,87.49411364584802,0,73.7
46,0.505,100,5100,-3997.82666015625,-4020.822509765625,"[-3921.801025390625, -4073.852294921875]","[-3936.9482421875, -4104.69677734375]",0.30889894743449986,0,214.44416226446629,86.05638205636089,0,70.2
47,0.4951,100,5200,-4276.3984375,-4301.017578125,"[-4365.19970703125, -4187.5966796875]","[-4390.0712890625, -4211.96337890625]",0.24479437450645491,1,209.8645756840706,73.59104160299209,0,72.0
48,0.48519999999999996,100,5300,-4570.6474609375,-4582.916015625,"[-4211.29931640625, -4929.99560546875]","[-4228.115234375, -4937.71728515625]",0.23739439700148068,2,228.85026568174362,57.23027365368331,0,78.1
49,0.47529999999999994,100,5400,-4367.76171875,-4382.3740234375,"[-4232.298828125, -4503.224609375]","[-4242.98974609375, -4521.75830078125]",0.5418523561675102,0,213.8719874471426,81.7346779070469,8,72.2
50,0.4653999999999999,100,5500,-4301.7880859375,-4323.150390625,"[-3977.2001953125, -4626.3759765625]","[-3990.464111328125, -4655.8369140625]",0.6983520920039155,1,210.2566692829132,87.98963145617589,6,74.6
51,0.4555,100,5600,-3855.404541015625,-3875.62255859375,"[-3669.2001953125, -4041.60888671875]","[-3676.1328125, -4075.1123046875]",0.7448168834671378,0,209.39506575465202,87.93089481100907,1,68.1
52,0.4456,100,5700,-4497.234375,-4508.45947265625,"[-4981.89990234375, -4012.568603515625]","[-4989.1455078125, -4027.773193359375]",0.46133662172360346,4,240.89709439873695,60.638304477130646,3,67.7
53,0.4357000000000001,100,5800,-4406.75,-4431.3203125,"[-4761.9990234375, -4051.5009765625]","[-4770.73681640625, -4091.9033203125]",0.37900139775592834,3,200.31943637132645,94.68932234702243,1,74.8
54,0.42580000000000007,100,5900,-4073.848388671875,-4097.146484375,"[-4244.19970703125, -3903.4970703125]","[-4248.90087890625, -3945.392578125]",0.5185942631214857,2,203.7267929315567,104.71370294449883,2,68.9
55,0.41590000000000005,100,6000,-3904.8388671875,-3927.3447265625,"[-3627.2001953125, -4182.4775390625]","[-3639.720947265625, -4214.96826171875]",0.5105541888042353,1,200.1470464169979,94.63434568643069,0,64.5
56,0.406,100,6100,-3727.724365234375,-3748.228271484375,"[-3593.999755859375, -3861.448974609375]","[-3609.45751953125, -3886.9990234375]",0.5348981719289441,0,211.10611194372177,87.66517842356566,1,71.0
57,0.3961,100,6200,-3648.995361328125,-3678.05126953125,"[-3514.201171875, -3783.78955078125]","[-3537.67529296875, -3818.42724609375]",0.5391793260350823,0,205.60812976956367,109.97392121733543,0,62.2
58,0.3862,100,6300,-3591.5625,-3613.23486328125,"[-3459.899658203125, -3723.225341796875]","[-3475.607421875, -3750.862060546875]",0.5266521912126336,0,207.62442737817764,99.43817368889945,0,66.8
59,0.37629999999999997,100,6400,-3568.2314453125,-3588.54296875,"[-3427.499267578125, -3708.9638671875]","[-3451.461181640625, -3725.62451171875]",0.5629271162324585,0,220.71648371219635,84.23899740159527,4,64.7
60,0.36639999999999995,100,6500,-3602.0439453125,-3627.916259765625,"[-3339.800048828125, -3864.287841796875]","[-3369.633544921875, -3886.198974609375]",0.44897527707507834,1,198.26633182168007,112.31242581936455,11,61.6
61,0.35650000000000004,100,6600,-3645.298583984375,-3666.58984375,"[-3633.499755859375, -3657.097412109375]","[-3658.66748046875, -3674.51220703125]",0.6471947106765583,1,196.0437737107277,103.45549417419079,10,62.7
62,0.3466,100,6700,-3625.95068359375,-3635.45361328125,"[-3474.400146484375, -3777.501220703125]","[-3480.399658203125, -3790.5078125]",0.6062036633666139,0,221.2686647772789,78.49831134423013,14,62.3
63,0.3367,100,6800,-3699.087646484375,-3710.76416015625,"[-3443.10009765625, -3955.0751953125]","[-3452.58203125, -3968.946044921875]",0.4239501807023771,1,231.03434035182,61.953711729650166,0,62.8
64,0.3268,100,6900,-3311.900634765625,-3332.451171875,"[-3137.3994140625, -3486.40185546875]","[-3153.614990234375, -3511.287353515625]",0.6980038394394796,0,189.31542366743088,84.94432680386349,3,58.9
65,0.31690000000000007,100,7000,-4011.58740234375,-4033.60888671875,"[-4319.90087890625, -3703.273681640625]","[-4331.39697265625, -3735.820556640625]",0.5667480265256017,3,194.3630554974079,103.5054586832365,9,61.2
66,0.30700000000000005,100,7100,-3232.4658203125,-3255.827880859375,"[-3092.80029296875, -3372.13134765625]","[-3113.486572265625, -3398.169189453125]",0.5586631002952345,0,188.35022896528244,95.49896208137599,4,52.5
67,0.29710000000000003,100,7200,-3917.86328125,-3939.783935546875,"[-4078.099853515625, -3757.62646484375]","[-4093.4951171875, -3786.07275390625]",0.5590520820114762,2,206.88672150671482,98.26873838087286,3,65.1
68,0.2872,100,7300,-3636.84765625,-3654.7998046875,"[-3815.399658203125, -3458.2958984375]","[-3835.22119140625, -3474.378173828125]",0.4857913810410537,2,198.88616114854813,91.62108847531809,6,59.9
69,0.2773,100,7400,-3975.646484375,-4003.921875,"[-3852.899658203125, -4098.39306640625]","[-3876.679443359375, -4131.1640625]",0.4909860256011598,4,195.21565598249435,116.9596639043398,1,63.9
70,0.26739999999999997,100,7500,-3387.355224609375,-3424.966064453125,"[-3271.299560546875, -3503.410888671875]","[-3292.903564453125, -3557.028564453125]",0.48421946074813604,0,178.33470484614372,148.7806729530305,1,62.2
71,0.25750000000000006,100,7600,-3555.90087890625,-3576.689697265625,"[-3412.7001953125, -3699.101806640625]","[-3434.255615234375, -3719.123779296875]",0.5728047389420681,0,197.01102763414383,114.90398912191978,14,61.6
72,0.24760000000000004,100,7700,-3478.0458984375,-3504.87158203125,"[-3371.408935546875, -3584.6826171875]","[-3393.62548828125, -3616.11767578125]",0.4597818869515322,0,194.230433344841,139.63804777975196,13,63.8
73,0.23770000000000002,100,7800,-3585.0234375,-3604.07470703125,"[-3460.800048828125, -3709.2470703125]","[-3479.259765625, -3728.889404296875]",0.4968945731234271,0,207.2462416291237,79.92909357208633,1,58.3
74,0.2278,100,7900,-3709.46435546875,-3727.43603515625,"[-3465.99951171875, -3952.92919921875]","[-3483.539794921875, -3971.33203125]",0.3738597301999107,1,221.0013183951378,83.90528501061499,3,61.9
75,0.21789999999999998,100,8000,-3251.143310546875,-3284.064208984375,"[-3105.111328125, -3397.17529296875]","[-3147.74609375, -3420.38232421875]",0.6045744417351671,0,177.83083498477936,136.41769857060743,2,49.6
76,0.20799999999999996,100,8100,-3721.81640625,-3741.0888671875,"[-3616.19921875, -3827.433349609375]","[-3647.671142578125, -3834.5068359375]",0.4424645247927401,2,199.7971996665001,87.99394087784096,5,56.8
77,0.19809999999999994,100,8200,-3532.27001953125,-3562.71728515625,"[-3428.699951171875, -3635.83984375]","[-3451.105224609375, -3674.3291015625]",0.48867851472459733,0,181.907442599535,133.5403264250194,6,66.3
78,0.18820000000000003,100,8300,-3692.11669921875,-3713.37841796875,"[-3750.331298828125, -3633.90185546875]","[-3773.159912109375, -3653.596923828125]",0.3928668105218094,1,203.0554392337799,114.84466272119396,11,63.5
79,0.17830000000000001,100,8400,-3300.068359375,-3327.480712890625,"[-3201.159423828125, -3398.977294921875]","[-3219.48828125, -3435.47314453125]",0.49947228940436617,0,192.20325925946236,115.27916036550602,2,54.0
80,0.1684,100,8500,-3692.190185546875,-3721.6484375,"[-3766.264404296875, -3618.115966796875]","[-3783.077880859375, -3660.21923828125]",0.3167602293542586,1,188.62877237796783,122.96449077858492,1,58.8
81,0.15849999999999997,100,8600,-3528.21044921875,-3570.12353515625,"[-3439.550537109375, -3616.870361328125]","[-3467.619140625, -3672.628173828125]",0.48924310301663354,0,160.14420759677887,179.14552808552259,8,64.9
82,0.14860000000000007,100,8700,-3616.4384765625,-3626.343017578125,"[-3165.685546875, -4067.191650390625]","[-3178.55908203125, -4074.126953125]",0.7017546135466546,2,254.20791864395142,66.08168086057336,13,54.2
83,0.13870000000000005,100,8800,-3458.87109375,-3478.657470703125,"[-3540.025390625, -3377.716796875]","[-3551.253662109375, -3406.061279296875]",0.36108494686777703,1,205.92238914966583,87.9402446081928,3,61.9
84,0.12880000000000003,100,8900,-3782.318115234375,-3807.53857421875,"[-4015.9169921875, -3548.71923828125]","[-4024.318115234375, -3590.75927734375]",0.46327052917331457,2,196.3515260219574,105.29028926206306,7,62.1
85,0.1189,100,9000,-3822.431640625,-3840.44482421875,"[-4255.765625, -3389.09765625]","[-4248.845703125, -3432.044189453125]",0.4605267289443873,3,194.96530655026436,103.76432105773894,16,62.7
86,0.10899999999999999,100,9100,-3625.831298828125,-3649.73974609375,"[-3879.626953125, -3372.03564453125]","[-3899.8935546875, -3399.586181640625]",0.49532654639915563,2,202.63392566144466,111.16958308519528,11,65.2
87,0.09909999999999997,100,9200,-3518.09521484375,-3536.189697265625,"[-3646.987060546875, -3389.20361328125]","[-3651.822998046875, -3420.556396484375]",0.5295802846376318,1,212.05495059490204,112.3634244984425,19,63.4
88,0.08919999999999995,100,9300,-3589.1025390625,-3612.30517578125,"[-3843.7314453125, -3334.4736328125]","[-3848.991943359375, -3375.6181640625]",0.6840097482199781,2,196.190565854311,102.05284932500518,5,57.0
89,0.07929999999999993,100,9400,-3730.833251953125,-3758.926025390625,"[-3850.2353515625, -3611.43115234375]","[-3872.746337890625, -3645.105712890625]",0.9885347042581998,0,199.79206490516663,114.23936928761401,1,65.3
90,0.06940000000000002,100,9500,-3531.369140625,-3561.1962890625,"[-3532.62744140625, -3530.111083984375]","[-3554.621826171875, -3567.7705078125]",0.8406770073343068,0,180.13340279459953,126.81052489461285,3,52.4
91,0.0595,100,9600,-3542.18408203125,-3569.743896484375,"[-3573.927490234375, -3510.44091796875]","[-3604.853271484375, -3534.634521484375]",0.7963381999870762,0,187.30007445812225,122.4527814182203,6,61.3
92,0.04960000000000009,100,9700,-3819.98193359375,-3834.8427734375,"[-3336.754638671875, -4303.208984375]","[-3352.145263671875, -4317.5400390625]",1.4991282368428074,2,223.34291678667068,59.65901964681494,0,61.7
93,0.03970000000000007,100,9800,-3151.4931640625,-3167.96435546875,"[-2950.207275390625, -3352.779296875]","[-2968.79296875, -3367.1357421875]",1.1131747243343852,1,213.3993718624115,72.7416333731243,2,50.8
94,0.02980000000000005,100,9900,-3178.9150390625,-3197.91796875,"[-3102.987060546875, -3254.8427734375]","[-3114.194091796875, -3281.64208984375]",1.1280603086925112,0,208.35801702737808,77.40963882608212,0,52.1
95,0.01990000000000003,100,10000,-3141.857421875,-3165.4833984375,"[-2959.10546875, -3324.609130859375]","[-2972.43896484375, -3358.528076171875]",1.044628587551415,1,203.5846770107746,93.5990096164603,0,42.7
96,0.010000000000000009,100,10100,-2961.9404296875,-2984.907470703125,"[-2968.694580078125, -2955.1865234375]","[-2986.56884765625, -2983.24609375]",1.1053639195451979,0,184.22427733242512,119.01955868962318,7,48.3
97,0.010000000000000009,100,10200,-2928.94287109375,-2948.86572265625,"[-2952.7978515625, -2905.087646484375]","[-2966.103515625, -2931.6279296875]",0.9073721435270272,0,199.2627850174904,98.80735146793197,7,51.5
98,0.010000000000000009,100,10300,-2755.7314453125,-2784.52783203125,"[-2780.595947265625, -2730.86669921875]","[-2795.592041015625, -2773.46337890625]",0.9381247227429412,0,187.93508583307266,122.55326401706907,5,48.9
99,0.010000000000000009,100,10400,-3106.705078125,-3131.53955078125,"[-3174.084228515625, -3039.32568359375]","[-3178.370849609375, -3084.7080078125]",1.374418825347675,1,183.38283348083496,110.90888332043437,9,50.4
100,0.010000000000000009,100,10500,-2741.56298828125,-2761.518310546875,"[-2728.794677734375, -2754.3310546875]","[-2745.514404296875, -2777.522216796875]",1.1482508072804194,0,199.23318161070347,91.60090789205293,10,45.8
101,0.010000000000000009,100,10600,-2502.89501953125,-2526.859375,"[-2439.42041015625, -2566.369873046875]","[-2445.8984375, -2607.8203125]",1.3519805715186521,0,152.5988089889288,159.44759898114523,33,38.3
102,0.010000000000000009,100,10700,-2273.14599609375,-2301.0126953125,"[-2209.1328125, -2337.159423828125]","[-2218.6357421875, -2383.389892578125]",1.4029844984179363,0,155.43004623800516,129.90580813873203,8,36.3
103,0.010000000000000009,100,10800,-2753.72998046875,-2778.40576171875,"[-2758.91650390625, -2748.543212890625]","[-2770.013427734375, -2786.79833984375]",1.3389187909197062,0,202.686733558774,102.81676598065133,1,45.2
104,0.010000000000000009,100,10900,-2719.586669921875,-2747.70361328125,"[-2729.814208984375, -2709.359130859375]","[-2748.822998046875, -2746.583984375]",1.3783467017346993,0,173.50541469454765,118.99077499435394,5,44.0
105,0.010000000000000009,100,11000,-2410.269775390625,-2431.52490234375,"[-2441.9365234375, -2378.60302734375]","[-2458.37109375, -2404.678955078125]",1.3246787960233632,0,219.31347781419754,89.08049665165464,7,25.9
106,0.010000000000000009,100,11100,-2378.1103515625,-2404.1748046875,"[-2355.35205078125, -2400.86865234375]","[-2376.734619140625, -2431.614990234375]",1.0928410846972838,0,186.48475144058466,106.29203338478358,2,39.8
107,0.010000000000000009,100,11200,-2384.39208984375,-2402.91162109375,"[-2348.1328125, -2420.651123046875]","[-2363.030517578125, -2442.79296875]",1.4631663945619948,0,153.99317367374897,113.10181030789961,17,34.7
108,0.010000000000000009,100,11300,-2499.1875,-2527.568359375,"[-2431.4853515625, -2566.8896484375]","[-2454.395263671875, -2600.7412109375]",1.531949396186974,0,169.54146140813828,147.55447256890457,18,33.9
109,0.010000000000000009,100,11400,-2458.2470703125,-2482.486083984375,"[-2407.492431640625, -2509.001953125]","[-2410.506103515625, -2554.466064453125]",1.3729881217586808,0,175.60998930037022,124.60807534280605,11,39.5
110,0.010000000000000009,100,11500,-2525.333984375,-2562.356689453125,"[-2643.81591796875, -2406.852294921875]","[-2663.59130859375, -2461.1220703125]",1.2489378489553928,1,154.95201809704304,149.58008229301953,1,38.7
111,0.010000000000000009,100,11600,-2312.201904296875,-2341.876953125,"[-2266.93359375, -2357.47021484375]","[-2281.59326171875, -2402.16064453125]",1.2896081723738462,0,175.41220033168793,151.30433177779548,13,33.9
112,0.010000000000000009,100,11700,-2022.38232421875,-2053.63232421875,"[-1964.3614501953125, -2080.403076171875]","[-1987.853759765625, -2119.41064453125]",1.175129176583141,0,161.23952375352383,150.96365255398615,12,28.2
113,0.010000000000000009,100,11800,-2459.412109375,-2480.21875,"[-2459.078125, -2459.745849609375]","[-2460.703369140625, -2499.734375]",1.5932489320402965,1,159.64356151223183,131.62894372676635,24,34.6
114,0.010000000000000009,100,11900,-1736.5052490234375,-1769.65185546875,"[-1715.9705810546875, -1757.0399169921875]","[-1733.0582275390625, -1806.2454833984375]",1.284821200883016,0,124.0421900600195,164.11548872585325,17,21.6
115,0.010000000000000009,100,12000,-2259.35595703125,-2284.69921875,"[-2340.2568359375, -2178.455078125]","[-2362.1396484375, -2207.259033203125]",1.1518236926058307,1,185.0311435163021,105.89981524549094,5,26.9
116,0.010000000000000009,100,12100,-1970.8662109375,-1991.957275390625,"[-1907.82666015625, -2033.9058837890625]","[-1924.668701171875, -2059.245849609375]",1.353064663009718,0,181.10107868909836,89.1755005503689,2,23.1
117,0.010000000000000009,100,12200,-1850.64306640625,-1883.984130859375,"[-1712.384765625, -1988.9014892578125]","[-1739.3116455078125, -2028.6566162109375]",1.4457724433159456,0,148.499593436718,132.82898797382512,1,18.8
118,0.010000000000000009,100,12300,-1916.827880859375,-1943.43798828125,"[-1768.9388427734375, -2064.716796875]","[-1803.125244140625, -2083.750732421875]",1.623711728490889,0,166.38459166884422,112.38913897989838,5,15.9
119,0.010000000000000009,100,12400,-1580.07421875,-1623.9022216796875,"[-1516.3447265625, -1643.8038330078125]","[-1557.884521484375, -1689.919921875]",1.4046971236821264,0,108.07071775943041,189.77460414014047,6,16.8
120,0.010000000000000009,100,12500,-1663.304443359375,-1696.0469970703125,"[-1534.350341796875, -1792.2584228515625]","[-1566.742919921875, -1825.35107421875]",1.6472175284288824,0,127.54305243492126,167.77133175038193,17,22.4
121,0.010000000000000009,100,12600,-1898.06494140625,-1915.0728759765625,"[-1852.97607421875, -1943.1536865234375]","[-1870.29736328125, -1959.848388671875]",1.2898589649703354,0,171.5533609688282,120.02132830538471,24,24.0
122,0.010000000000000009,100,12700,-1748.7923583984375,-1764.2066650390625,"[-1613.9638671875, -1883.620849609375]","[-1622.770263671875, -1905.64306640625]",1.5059699655976146,0,157.80342108011246,134.5573977827264,32,29.4
123,0.010000000000000009,100,12800,-2358.11962890625,-2384.491455078125,"[-1931.1846923828125, -2785.054443359375]","[-1962.07275390625, -2806.91015625]",1.922878082608804,2,163.4503697156906,129.20450448739183,7,27.2
124,0.010000000000000009,100,12900,-1798.888427734375,-1832.3216552734375,"[-1586.209716796875, -2011.5672607421875]","[-1607.166259765625, -2057.47705078125]",1.4979538468178362,1,143.04943684488535,134.70534832005873,3,22.9
125,0.010000000000000009,100,13000,-2266.7216796875,-2292.379638671875,"[-1861.7578125, -2671.685791015625]","[-1892.8992919921875, -2691.85986328125]",1.8348856723168865,2,145.57645657658577,132.3841107820754,12,24.4
126,0.010000000000000009,100,13100,-2313.860107421875,-2336.05615234375,"[-2121.907470703125, -2505.812744140625]","[-2158.421142578125, -2513.69140625]",2.005040531978011,2,137.48529989272356,133.52380840205458,20,25.6
127,0.010000000000000009,100,13200,-1947.6666259765625,-1968.281982421875,"[-1545.15869140625, -2350.174560546875]","[-1575.4835205078125, -2361.08056640625]",1.8778665252029896,2,149.0323430597782,128.36896567630714,22,20.6
128,0.010000000000000009,100,13300,-2229.6669921875,-2246.8427734375,"[-2158.70166015625, -2300.632080078125]","[-2185.17724609375, -2308.508056640625]",1.5914679933339357,4,167.3932362794876,109.39984504793954,20,17.8
129,0.010000000000000009,100,13400,-1824.2789306640625,-1850.1148681640625,"[-1445.358154296875, -2203.19970703125]","[-1469.253173828125, -2230.9765625]",1.8195154652930796,1,140.7436244180426,142.34359462359023,20,20.3
130,0.010000000000000009,100,13500,-2015.6827392578125,-2034.6787109375,"[-1855.015625, -2176.349853515625]","[-1874.501220703125, -2194.856201171875]",1.471530782058835,0,179.16474737226963,88.09101011365468,6,23.9
131,0.010000000000000009,100,13600,-2329.9697265625,-2354.636474609375,"[-1599.018310546875, -3060.921142578125]","[-1639.5498046875, -3069.72314453125]",1.2630800816696137,4,139.69967713207006,135.85097961044715,19,22.5
