episode,epsilon,steps,global_step,team_return,shaped_team_return,agent_returns,shaped_agent_returns,total_power,total_risk_events,total_movement_distance,total_wasted_move,total_goal_completions,final_mean_aoi
132,0.010000000000000009,100,13700,-2301.121337890625,-2316.238525390625,"[-1630.40625, -2971.83642578125]","[-1659.08642578125, -2973.390625]",1.648485770681873,3,168.24601146951318,93.19352480487356,16,23.2
133,0.010000000000000009,100,13800,-1883.5953369140625,-1916.15869140625,"[-1481.2666015625, -2285.924072265625]","[-1510.8245849609375, -2321.492919921875]",1.6051814034581184,1,138.86245502531528,135.96171944373683,1,22.8
134,0.010000000000000009,100,13900,-2734.68896484375,-2754.4814453125,"[-2020.48876953125, -3448.889404296875]","[-2040.6790771484375, -3468.28369140625]",1.0731561668217182,4,153.61262726783752,125.36669501594207,20,16.4
135,0.010000000000000009,100,14000,-1745.57373046875,-1787.7291259765625,"[-1559.65478515625, -1931.49267578125]","[-1591.239501953125, -1984.21875]",1.4194952718680725,0,127.15240351855755,175.87192952717277,3,23.5
136,0.010000000000000009,100,14100,-2228.744140625,-2258.624267578125,"[-1749.8023681640625, -2707.685791015625]","[-1778.865234375, -2738.38330078125]",1.4309762694174424,2,155.8045474588871,115.19268538367474,0,18.6
137,0.010000000000000009,100,14200,-1714.962890625,-1759.6680908203125,"[-1413.45849609375, -2016.4671630859375]","[-1443.358154296875, -2075.97802734375]",2.071049238438718,0,118.87096447870135,177.96635858402615,2,16.9
138,0.010000000000000009,100,14300,-1756.280029296875,-1777.68798828125,"[-1578.31591796875, -1934.2440185546875]","[-1593.5762939453125, -1961.799560546875]",1.5271199996350333,0,170.47424232959747,113.21769051281052,17,27.1
139,0.010000000000000009,100,14400,-1871.103759765625,-1898.3929443359375,"[-1617.0927734375, -2125.11474609375]","[-1648.776611328125, -2148.00927734375]",1.782014294876717,0,141.51881781220436,144.13345507154185,17,25.3
140,0.010000000000000009,100,14500,-1849.8116455078125,-1896.982421875,"[-1482.923095703125, -2216.7001953125]","[-1506.9290771484375, -2287.03564453125]",2.220845357980579,0,109.77254996355623,185.30620549363533,0,17.6
141,0.010000000000000009,100,14600,-1608.46240234375,-1650.0645751953125,"[-1469.578857421875, -1747.3460693359375]","[-1489.940673828125, -1810.1884765625]",1.4802489407593384,0,131.36245560646057,169.76989428782832,1,18.5
142,0.010000000000000009,100,14700,-1761.7545166015625,-1799.533935546875,"[-1595.1251220703125, -1928.3839111328125]","[-1617.103515625, -1981.96435546875]",1.7898174468427896,0,133.42555457353592,156.31572000682354,3,19.9
143,0.010000000000000009,100,14800,-1757.874755859375,-1802.195068359375,"[-1559.4588623046875, -1956.29052734375]","[-1591.3438720703125, -2013.046142578125]",1.6858988066669554,0,114.89249178767204,182.98292396407453,3,23.0
144,0.010000000000000009,100,14900,-1642.94970703125,-1681.97021484375,"[-1446.8560791015625, -1839.0433349609375]","[-1481.5848388671875, -1882.35546875]",1.8877987941959873,0,105.52982403710485,180.15078902864417,13,18.3
145,0.010000000000000009,100,15000,-1731.1142578125,-1767.8511962890625,"[-1529.474609375, -1932.7540283203125]","[-1558.0494384765625, -1977.6529541015625]",2.051256589475088,0,106.1315928734839,183.9676208496468,19,20.7
146,0.010000000000000009,100,15100,-1567.7637939453125,-1601.644775390625,"[-1343.47021484375, -1792.057373046875]","[-1367.2899169921875, -1835.9996337890625]",2.380654602427967,0,109.71562673617154,176.487861163995,21,15.5
147,0.010000000000000009,100,15200,-1532.454345703125,-1577.0921630859375,"[-1462.72412109375, -1602.1844482421875]","[-1497.269775390625, -1656.91455078125]",2.18981710402295,0,104.22552280733362,204.3702603470762,13,16.2
148,0.010000000000000009,100,15300,-1504.08935546875,-1544.3289794921875,"[-1466.776611328125, -1541.402099609375]","[-1493.3787841796875, -1595.2791748046875]",2.2023575673811138,0,88.8553918376565,198.3128042118804,19,13.9
149,0.010000000000000009,100,15400,-1667.948974609375,-1700.593017578125,"[-1761.7586669921875, -1574.139404296875]","[-1787.5386962890625, -1613.6473388671875]",2.1581955081783235,1,111.39341873675585,176.62503736962103,21,13.4
150,0.010000000000000009,100,15500,-1719.44091796875,-1766.338623046875,"[-1790.0887451171875, -1648.79296875]","[-1824.9346923828125, -1707.7425537109375]",2.334963505389169,1,98.17339654266834,191.73325534164906,2,17.0
151,0.010000000000000009,100,15600,-1777.6092529296875,-1818.83984375,"[-1593.1497802734375, -1962.0687255859375]","[-1628.34130859375, -2009.3382568359375]",2.1244377365801483,1,123.55046339705586,166.17839803206957,2,15.6
152,0.010000000000000009,100,15700,-1597.847412109375,-1643.76220703125,"[-1554.5511474609375, -1641.1436767578125]","[-1591.8231201171875, -1695.7012939453125]",2.378187883645296,0,103.1241856366396,182.35504256561399,1,16.0
153,0.010000000000000009,100,15800,-1565.9619140625,-1608.000732421875,"[-1549.6705322265625, -1582.25341796875]","[-1585.04833984375, -1630.9532470703125]",2.1198481316678226,0,85.98450464010239,189.58600626330698,11,15.1
154,0.010000000000000009,100,15900,-1480.5562744140625,-1528.27685546875,"[-1486.279541015625, -1474.8330078125]","[-1524.3021240234375, -1532.25146484375]",1.9014249299652874,0,95.57801992818713,207.71666642971866,9,14.3
155,0.010000000000000009,100,16000,-1520.7589111328125,-1568.11767578125,"[-1613.0960693359375, -1428.4217529296875]","[-1651.79248046875, -1484.4427490234375]",1.9474351888056844,0,99.27173583954573,195.80591484064897,6,15.1
156,0.010000000000000009,100,16100,-1649.5543212890625,-1694.2835693359375,"[-1869.2044677734375, -1429.9041748046875]","[-1908.500244140625, -1480.06689453125]",2.0066163120791316,1,95.22507103695534,198.99460231249094,8,16.2
157,0.010000000000000009,100,16200,-1461.615478515625,-1499.1494140625,"[-1538.7685546875, -1384.46240234375]","[-1570.3282470703125, -1427.9705810546875]",1.8844619237352163,0,111.48084660619497,162.34582362446247,6,16.7
158,0.010000000000000009,100,16300,-1600.28369140625,-1641.513916015625,"[-1569.583984375, -1630.9835205078125]","[-1600.40869140625, -1682.6192626953125]",1.6415346111170948,1,98.02169644460082,167.54141517450972,1,15.2
159,0.010000000000000009,100,16400,-1426.477783203125,-1466.0240478515625,"[-1509.3287353515625, -1343.626953125]","[-1540.2755126953125, -1391.7725830078125]",1.6983120301738381,0,116.2531817778945,160.9023427302198,2,16.1
160,0.010000000000000009,100,16500,-1430.987060546875,-1463.2371826171875,"[-1489.77001953125, -1372.2042236328125]","[-1511.3228759765625, -1415.1514892578125]",1.6263479120098054,0,125.18391317129135,135.78346448908948,2,16.7
161,0.010000000000000009,100,16600,-1427.59326171875,-1456.515625,"[-1472.23193359375, -1382.95458984375]","[-1496.67529296875, -1416.35595703125]",1.5915733755100518,0,128.90424609556794,117.28563251157425,1,17.4
162,0.010000000000000009,100,16700,-1548.9031982421875,-1586.843994140625,"[-1780.3106689453125, -1317.4957275390625]","[-1808.90380859375, -1364.7841796875]",1.5400117586832494,1,133.73025323450565,148.23710805690348,0,15.2
163,0.010000000000000009,100,16800,-1453.032470703125,-1485.77099609375,"[-1478.5755615234375, -1427.4892578125]","[-1504.3148193359375, -1467.22705078125]",1.3653300201985985,0,145.85964541137218,137.49036648520237,1,22.9
164,0.010000000000000009,100,16900,-1275.03857421875,-1309.9365234375,"[-1483.1395263671875, -1066.9375]","[-1522.8592529296875, -1097.013916015625]",1.4649540432728827,1,124.29426484555006,143.60406360476577,2,10.0
165,0.010000000000000009,100,17000,-1395.5203857421875,-1431.65576171875,"[-1465.9451904296875, -1325.0955810546875]","[-1486.9501953125, -1376.361328125]",1.2692816753406078,0,119.51714303344488,146.91484854706175,1,19.2
166,0.010000000000000009,100,17100,-1268.9256591796875,-1301.267333984375,"[-1242.0684814453125, -1295.7828369140625]","[-1271.79736328125, -1330.7374267578125]",1.5617032465524971,0,157.0737186819315,123.08945369637416,1,8.2
167,0.010000000000000009,100,17200,-1297.7271728515625,-1319.748291015625,"[-1127.2470703125, -1468.207275390625]","[-1157.150634765625, -1482.3460693359375]",1.5125081937294453,1,160.69174399971962,102.77785220510083,6,12.4
168,0.010000000000000009,100,17300,-1484.58251953125,-1505.7435302734375,"[-1485.755615234375, -1483.409423828125]","[-1505.0543212890625, -1506.4327392578125]",1.2583303892752156,0,175.70433115959167,92.45505977344727,3,21.7
169,0.010000000000000009,100,17400,-1616.161376953125,-1640.1419677734375,"[-1793.3665771484375, -1438.9561767578125]","[-1818.27587890625, -1462.008056640625]",1.2718451626133174,1,178.58459815382957,101.98081121804125,1,17.5
170,0.010000000000000009,100,17500,-1376.92041015625,-1404.024658203125,"[-1469.6275634765625, -1284.2132568359375]","[-1498.6776123046875, -1309.371826171875]",1.2788823321461678,0,168.65576860308647,112.98425003791891,0,5.2
171,0.010000000000000009,100,17600,-1379.3018798828125,-1402.7724609375,"[-1147.3165283203125, -1611.2872314453125]","[-1182.6773681640625, -1622.8675537109375]",1.4372076918371022,2,164.27538338303566,92.31605041436868,1,7.7
172,0.010000000000000009,100,17700,-2026.48974609375,-2051.4931640625,"[-1553.198974609375, -2499.780517578125]","[-1582.4765625, -2520.509521484375]",1.4119586066808552,6,170.83434988558292,102.73069417130215,0,9.8
173,0.010000000000000009,100,17800,-1589.875244140625,-1613.7445068359375,"[-1315.516357421875, -1864.2342529296875]","[-1339.4913330078125, -1887.9976806640625]",1.3047009003930725,3,177.99221609532833,95.04213100901713,0,9.0
174,0.010000000000000009,100,17900,-1242.263916015625,-1261.888916015625,"[-1411.6395263671875, -1072.888427734375]","[-1440.56494140625, -1083.2130126953125]",1.6774554931325838,1,166.06363873183727,77.86697699327445,0,8.8
175,0.010000000000000009,100,18000,-1370.934814453125,-1393.162841796875,"[-1253.7646484375, -1488.1048583984375]","[-1276.4788818359375, -1509.8468017578125]",1.4661380853503942,1,168.40890976786613,89.2894480126539,0,9.6
176,0.010000000000000009,100,18100,-1158.32861328125,-1181.44287109375,"[-1097.7550048828125, -1218.9022216796875]","[-1134.52783203125, -1228.3577880859375]",1.9637134249787778,0,176.05909833312035,90.45561132027461,0,6.2
177,0.010000000000000009,100,18200,-1107.3154296875,-1133.531494140625,"[-1370.163818359375, -844.4669799804688]","[-1405.646240234375, -861.4166870117188]",1.2912618345580995,1,160.74970741569996,107.18202250779778,0,5.4
178,0.010000000000000009,100,18300,-1319.64453125,-1346.0830078125,"[-1084.6815185546875, -1554.607666015625]","[-1118.4281005859375, -1573.73779296875]",1.4169778230134398,2,168.7558286935091,107.28006533093127,1,8.1
179,0.010000000000000009,100,18400,-1057.976318359375,-1091.515625,"[-1041.661376953125, -1074.291259765625]","[-1078.09814453125, -1104.93310546875]",1.2683054867666215,1,133.15086264163256,136.59348721520226,0,8.7
180,0.010000000000000009,100,18500,-962.4678955078125,-997.4832763671875,"[-1108.966552734375, -815.9691772460938]","[-1142.0775146484375, -852.8889770507812]",1.2354709651554003,0,127.16187515854836,138.7432344304578,0,8.5
181,0.010000000000000009,100,18600,-1130.54052734375,-1170.483642578125,"[-1380.11083984375, -880.97021484375]","[-1421.55126953125, -919.4161376953125]",1.0941618655342609,1,117.13049687352031,158.80712999019656,1,7.9
182,0.010000000000000009,100,18700,-1072.719482421875,-1102.6781005859375,"[-1016.807373046875, -1128.6314697265625]","[-1057.1722412109375, -1148.1839599609375]",1.1404776583658531,1,148.37592083960772,121.1831294161561,1,6.8
183,0.010000000000000009,100,18800,-975.1095581054688,-1006.1672973632812,"[-1027.16845703125, -923.0506591796875]","[-1060.8828125, -951.4517822265625]",1.1348377481335774,0,141.81355169042945,132.628809790187,3,6.1
184,0.010000000000000009,100,18900,-1060.84716796875,-1089.9710693359375,"[-1041.164794921875, -1080.5296630859375]","[-1063.419677734375, -1116.5224609375]",1.2017889419803396,1,136.55579487606883,120.14451556074181,2,8.0
185,0.010000000000000009,100,19000,-1301.5770263671875,-1334.29833984375,"[-1419.5751953125, -1183.578857421875]","[-1458.162353515625, -1210.4342041015625]",1.1143085736548528,2,137.42255505919456,133.3552719837788,0,7.8
186,0.010000000000000009,100,19100,-1073.45361328125,-1111.6444091796875,"[-1048.3455810546875, -1098.5615234375]","[-1096.036376953125, -1127.25244140625]",1.119813344324939,1,124.76088357716799,152.27726640315052,0,6.1
187,0.010000000000000009,100,19200,-1544.7025146484375,-1582.173583984375,"[-1038.507080078125, -2050.89794921875]","[-1089.175537109375, -2075.171630859375]",1.1440099002793431,4,136.6383259817958,150.6632561403489,0,8.6
188,0.010000000000000009,100,19300,-1089.9588623046875,-1136.807373046875,"[-1033.8585205078125, -1146.0592041015625]","[-1089.18017578125, -1184.4344482421875]",1.0566358872456476,1,102.63710155338049,186.9329785367266,0,5.3
189,0.010000000000000009,100,19400,-1198.7947998046875,-1236.21044921875,"[-1119.1365966796875, -1278.4530029296875]","[-1167.7938232421875, -1304.627197265625]",1.1991782459663227,1,143.86546038091183,148.30672791286128,1,7.5
190,0.010000000000000009,100,19500,-1111.07666015625,-1149.9888916015625,"[-1359.331787109375, -862.8215942382812]","[-1404.4061279296875, -895.5716552734375]",1.1011069560190663,1,129.66982029750943,157.03558385164555,1,8.4
191,0.010000000000000009,100,19600,-928.276611328125,-976.1607666015625,"[-1049.029541015625, -807.5237426757812]","[-1097.27197265625, -855.0494995117188]",1.2179069932317361,0,111.7189015885815,190.65248891723726,0,6.1
192,0.010000000000000009,100,19700,-941.701416015625,-987.5261840820312,"[-1077.3687744140625, -806.0340576171875]","[-1130.8564453125, -844.1959228515625]",1.305606126319617,0,116.72826668992639,182.3734436146915,0,5.7
193,0.010000000000000009,100,19800,-1273.2177734375,-1314.94140625,"[-1147.3326416015625, -1399.10302734375]","[-1202.6197509765625, -1427.262939453125]",1.4892704128287733,2,128.49348424375057,165.29610208963027,0,5.7
194,0.010000000000000009,100,19900,-926.5643920898438,-975.228271484375,"[-1093.928955078125, -759.1998291015625]","[-1151.860595703125, -798.595947265625]",1.4474571191240102,0,117.03081559762359,190.99763336808314,0,7.8
195,0.010000000000000009,100,20000,-978.9893188476562,-1023.2054443359375,"[-1145.59326171875, -812.3853759765625]","[-1193.7657470703125, -852.6452026367188]",1.3935574514325708,0,116.71484600007534,177.2401836961091,0,4.5
196,0.010000000000000009,100,20100,-1106.0263671875,-1144.8388671875,"[-1428.80810546875, -783.2445678710938]","[-1479.14208984375, -810.5357666015625]",1.5029044968541712,1,131.9007892012596,154.01180461339152,1,7.9
197,0.010000000000000009,100,20200,-1123.0262451171875,-1158.19384765625,"[-1134.4207763671875, -1111.6317138671875]","[-1183.385498046875, -1133.0023193359375]",1.6453043908113614,1,149.1985055655241,138.97036379449338,0,4.8
198,0.010000000000000009,100,20300,-1711.11572265625,-1742.588134765625,"[-1149.7803955078125, -2272.450927734375]","[-1193.2435302734375, -2291.932861328125]",1.6848630490712821,5,154.7198742032051,125.37579707766511,0,4.4
199,0.010000000000000009,100,20400,-1104.791259765625,-1146.503662109375,"[-1174.646484375, -1034.93603515625]","[-1225.1373291015625, -1067.8701171875]",1.612765226745978,1,138.26497066020966,166.93587054244523,0,5.0
200,0.010000000000000009,100,20500,-926.1784057617188,-969.185546875,"[-1078.466552734375, -773.8902587890625]","[-1127.590087890625, -810.7810668945312]",1.5763133531436324,0,129.24135983735323,171.1884801766202,0,6.3
