,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
10000,9.707420349121094,0.9175383448600769,2.7391810417175293,1.0510706901550293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.844246506690979,-1.6013580560684204,8.0,-1.6201995611190796,-0.3298407793045044,-11.526349788506069,7.863173842430115,0.0,1.1189814805984497,0.7212299108505249,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0
10001,7.863173842430115,0.0,1.1189814805984497,0.7212299108505249,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,-1.9103354215621948,-0.8899121880531311,6.0,-1.7698966264724731,-0.9208965301513672,-19.703700453113157,5.95283842086792,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0
10002,5.95283842086792,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,8.0,-1.4989997148513794,-1.3500639200210571,0.0,-1.18453848361969,-0.4115903675556183,-21.422576200722162,4.4538387060165405,0.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,0.0
10003,4.4538387060165405,0.0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,9.0,-1.5771054029464722,-1.034817099571228,2.0,-1.5347129106521606,0.2345101535320282,-23.732843066550448,2.8767333030700684,0.0,0.0,0.2345101535320282,2.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,2.0,1.0,0.0
10004,2.8767333030700684,0.0,0.0,0.2345101535320282,2.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,-0.8954087495803833,-1.3723578453063965,1.0,0.18358464539051056,-0.13906452059745789,-20.04573587960789,1.981324553489685,0.0,0.18358464539051056,0.09544563293457031,3.0,1.0,1.0,6.0,4.0,6.0,4.0,6.0,3.0,2.0,0.0
10005,1.981324553489685,0.0,0.18358464539051056,0.09544563293457031,3.0,1.0,1.0,6.0,4.0,6.0,4.0,6.0,3.0,2.0,9.0,-1.1478465795516968,0.20628471672534943,0.0,-1.8733659982681274,-0.10681232810020447,-14.396088821738608,0.8334779739379883,0.20628471672534943,0.0,0.0,1.0,2.0,2.0,7.0,5.0,7.0,5.0,7.0,4.0,1.0,0.0
10006,0.8334779739379883,0.20628471672534943,0.0,0.0,1.0,2.0,2.0,7.0,5.0,7.0,5.0,7.0,4.0,1.0,3.0,0.5543596744537354,-1.5214900970458984,3.0,-1.650302767753601,-0.2251707911491394,-26.096900904042446,1.3878376483917236,0.0,0.0,0.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0,8.0,5.0,2.0,0.0
10007,1.3878376483917236,0.0,0.0,0.0,2.0,3.0,3.0,1.0,6.0,8.0,6.0,8.0,5.0,2.0,5.0,1.591383934020996,-0.682678759098053,8.0,-1.4378478527069092,0.5246078968048096,-24.1681024820545,2.9792215824127197,0.0,0.0,0.5246078968048096,3.0,4.0,4.0,2.0,7.0,1.0,7.0,9.0,1.0,3.0,0.0
10008,2.9792215824127197,0.0,0.0,0.5246078968048096,3.0,4.0,4.0,2.0,7.0,1.0,7.0,9.0,1.0,3.0,4.0,0.9454686641693115,-0.2569529414176941,8.0,-1.6881282329559326,0.8075230121612549,-21.296878166036986,3.9246902465820312,0.0,0.0,1.3321309089660645,4.0,5.0,5.0,3.0,1.0,2.0,8.0,10.0,1.0,4.0,0.0
10009,3.9246902465820312,0.0,0.0,1.3321309089660645,4.0,5.0,5.0,3.0,1.0,2.0,8.0,10.0,1.0,4.0,2.0,-0.6319633722305298,-1.0645257234573364,3.0,-0.8059765100479126,1.1036268472671509,-19.959872776211974,3.2927268743515015,0.0,0.0,2.4357577562332153,5.0,6.0,1.0,1.0,2.0,3.0,9.0,11.0,2.0,5.0,0.0
