episode,epsilon,steps,global_step,team_return,shaped_team_return,agent_returns,shaped_agent_returns,total_power,total_risk_events,total_movement_distance,total_wasted_move,total_goal_completions,final_mean_aoi
54,0.42580000000000007,100,5900,-5149.0,-5196.33984375,"[-5149.0, -5149.0]","[-5216.482421875, -5176.19775390625]",0.0,0,83.28338051587343,195.4192261993885,0,100.0
55,0.41590000000000005,100,6000,-5299.0,-5349.0087890625,"[-5449.0, -5149.0]","[-5524.6611328125, -5173.35595703125]",0.0,1,79.2939027287066,196.52587640285492,0,100.0
56,0.406,100,6100,-5299.0,-5342.234375,"[-5449.0, -5149.0]","[-5514.4794921875, -5169.98974609375]",0.0,1,99.07036302983761,166.05995601415634,0,100.0
57,0.3961,100,6200,-5149.0,-5192.68896484375,"[-5149.0, -5149.0]","[-5215.7177734375, -5169.66015625]",0.0,0,91.32055770233274,179.94892972707748,0,100.0
58,0.3862,100,6300,-5149.0,-5191.69580078125,"[-5149.0, -5149.0]","[-5217.091796875, -5166.2998046875]",0.0,0,100.08618734776974,178.10692425539656,0,100.0
59,0.37629999999999997,100,6400,-5149.0,-5192.1220703125,"[-5149.0, -5149.0]","[-5212.9130859375, -5171.3310546875]",0.0,0,96.48555929213762,166.62011723220348,0,100.0
60,0.36639999999999995,100,6500,-5149.0,-5190.4990234375,"[-5149.0, -5149.0]","[-5202.60986328125, -5178.3876953125]",0.0,0,92.42235556989908,170.4850489348173,0,100.0
61,0.35650000000000004,100,6600,-5149.0,-5190.7421875,"[-5149.0, -5149.0]","[-5207.5869140625, -5173.89697265625]",0.0,0,95.73275892809033,172.84150329232216,0,100.0
62,0.3466,100,6700,-5149.0,-5190.6083984375,"[-5149.0, -5149.0]","[-5208.2890625, -5172.92822265625]",0.0,0,97.2944107055664,161.3849015980959,0,100.0
63,0.3367,100,6800,-5149.0,-5183.2880859375,"[-5149.0, -5149.0]","[-5201.47509765625, -5165.10107421875]",0.0,0,115.15449352562428,141.10813979059458,0,100.0
64,0.3268,100,6900,-5149.0,-5183.546875,"[-5149.0, -5149.0]","[-5201.8583984375, -5165.2353515625]",0.0,0,100.2079389989376,140.84021762013435,0,100.0
65,0.31690000000000007,100,7000,-5299.0,-5336.279296875,"[-5449.0, -5149.0]","[-5499.37158203125, -5173.1865234375]",0.0,1,89.97474608570337,152.91966107836924,0,100.0
66,0.30700000000000005,100,7100,-5149.0,-5185.33984375,"[-5149.0, -5149.0]","[-5200.8935546875, -5169.78662109375]",0.0,0,90.13659001886845,135.82581488788128,0,100.0
67,0.29710000000000003,100,7200,-5299.0,-5332.1064453125,"[-5449.0, -5149.0]","[-5494.11376953125, -5170.09912109375]",0.0,1,93.70727359503508,137.9450934129016,0,100.0
68,0.2872,100,7300,-5149.0,-5180.01416015625,"[-5149.0, -5149.0]","[-5191.072265625, -5168.9560546875]",0.0,0,104.9916048720479,127.40388853606942,0,100.0
69,0.2773,100,7400,-5149.0,-5179.51220703125,"[-5149.0, -5149.0]","[-5190.47412109375, -5168.55029296875]",0.0,0,90.83509631454945,120.30721655798243,0,100.0
70,0.26739999999999997,100,7500,-5149.0,-5179.044921875,"[-5149.0, -5149.0]","[-5191.43701171875, -5166.65234375]",0.0,0,91.67614541016519,115.20870896428823,0,100.0
71,0.25750000000000006,100,7600,-5149.0,-5174.63427734375,"[-5149.0, -5149.0]","[-5180.92431640625, -5168.34423828125]",0.0,0,101.33822321891785,108.26281428757648,0,100.0
72,0.24760000000000004,100,7700,-5149.0,-5172.7255859375,"[-5149.0, -5149.0]","[-5179.59130859375, -5165.859375]",0.0,0,108.31650882959366,97.41424172080116,0,100.0
73,0.23770000000000002,100,7800,-5149.0,-5173.86767578125,"[-5149.0, -5149.0]","[-5180.7314453125, -5167.00390625]",0.0,0,103.2157298438251,95.19948913155542,0,100.0
74,0.2278,100,7900,-5299.0,-5325.4375,"[-5449.0, -5149.0]","[-5484.8115234375, -5166.06298828125]",0.0,1,115.84594517201185,111.99110312041077,0,100.0
75,0.21789999999999998,100,8000,-5149.0,-5176.10546875,"[-5149.0, -5149.0]","[-5189.21630859375, -5162.99462890625]",0.0,0,107.66223694011569,107.20680343614855,0,100.0
76,0.20799999999999996,100,8100,-5149.0,-5175.0029296875,"[-5149.0, -5149.0]","[-5185.9091796875, -5164.0966796875]",0.0,0,110.96078526973724,102.40610748049278,0,100.0
77,0.19809999999999994,100,8200,-5149.0,-5170.9697265625,"[-5149.0, -5149.0]","[-5176.5771484375, -5165.3623046875]",0.0,0,97.86228184401989,98.04672246470341,0,100.0
78,0.18820000000000003,100,8300,-5149.0,-5173.8515625,"[-5149.0, -5149.0]","[-5182.43701171875, -5165.2666015625]",0.0,0,119.48830410093069,93.64246134084266,0,100.0
79,0.17830000000000001,100,8400,-5149.0,-5172.7109375,"[-5149.0, -5149.0]","[-5172.76123046875, -5172.66015625]",0.0,0,102.34789198637009,95.22338547054198,0,100.0
80,0.1684,100,8500,-5149.0,-5174.974609375,"[-5149.0, -5149.0]","[-5173.7373046875, -5176.21240234375]",0.0,0,95.30801571905613,106.51023826496379,0,100.0
81,0.15849999999999997,100,8600,-5299.0,-5325.923828125,"[-5449.0, -5149.0]","[-5475.21875, -5176.62890625]",0.0,1,94.07946961000562,105.95064379598253,0,100.0
82,0.14860000000000007,100,8700,-5149.0,-5168.962890625,"[-5149.0, -5149.0]","[-5172.65625, -5165.27001953125]",0.0,0,129.98849055171013,70.4989418067797,0,100.0
83,0.13870000000000005,100,8800,-5149.0,-5168.6572265625,"[-5149.0, -5149.0]","[-5174.76953125, -5162.54443359375]",0.0,0,115.47193866968155,70.15391995206657,0,100.0
84,0.12880000000000003,100,8900,-5149.0,-5168.3623046875,"[-5149.0, -5149.0]","[-5170.09228515625, -5166.63232421875]",0.0,0,126.75101906061172,73.91865372404811,0,100.0
85,0.1189,100,9000,-5149.0,-5160.99951171875,"[-5149.0, -5149.0]","[-5158.14501953125, -5163.85400390625]",0.0,0,124.31935527920723,56.92394974226082,0,100.0
86,0.10899999999999999,100,9100,-5149.0,-5162.59423828125,"[-5149.0, -5149.0]","[-5161.9228515625, -5163.265625]",0.0,0,136.49812592566013,54.55047011492439,0,100.0
87,0.09909999999999997,100,9200,-5149.0,-5167.40869140625,"[-5149.0, -5149.0]","[-5164.7421875, -5170.0751953125]",0.0,0,121.09473253786564,72.8699653434289,0,100.0
88,0.08919999999999995,100,9300,-5149.0,-5167.7529296875,"[-5149.0, -5149.0]","[-5167.08203125, -5168.42333984375]",0.0,0,125.89020102098584,67.36586349475277,0,100.0
89,0.07929999999999993,100,9400,-5149.0,-5165.3779296875,"[-5149.0, -5149.0]","[-5163.97900390625, -5166.77734375]",0.0,0,127.75039021670818,65.61960080440686,0,100.0
90,0.06940000000000002,100,9500,-5149.0,-5167.2939453125,"[-5149.0, -5149.0]","[-5158.65576171875, -5175.931640625]",0.0,0,114.37219481542706,82.07981560214475,0,100.0
91,0.0595,100,9600,-5149.0,-5167.15625,"[-5149.0, -5149.0]","[-5161.9404296875, -5172.3720703125]",0.0,0,126.66423934698105,69.9610860330134,0,100.0
92,0.04960000000000009,100,9700,-5149.0,-5161.0986328125,"[-5149.0, -5149.0]","[-5160.26806640625, -5161.9296875]",0.0,0,145.1224004328251,46.83764650044081,0,100.0
93,0.03970000000000007,100,9800,-5149.0,-5162.56787109375,"[-5149.0, -5149.0]","[-5156.4892578125, -5168.646484375]",0.0,0,138.30612821131945,63.31132879723933,0,100.0
94,0.02980000000000005,100,9900,-5149.0,-5165.47509765625,"[-5149.0, -5149.0]","[-5163.1728515625, -5167.77734375]",0.0,0,126.7912239524303,62.28626948899452,0,100.0
95,0.01990000000000003,100,10000,-5299.0,-5314.45703125,"[-5449.0, -5149.0]","[-5459.18701171875, -5169.72705078125]",0.0,1,129.29431092739105,66.21179898038994,0,100.0
96,0.010000000000000009,100,10100,-5299.0,-5316.8466796875,"[-5449.0, -5149.0]","[-5461.462890625, -5172.23095703125]",0.0,1,137.4715655297041,68.91156345378522,0,100.0
97,0.010000000000000009,100,10200,-5299.0,-5316.400390625,"[-5449.0, -5149.0]","[-5461.77197265625, -5171.0283203125]",0.0,1,127.95802812278271,61.84623814341107,0,100.0
98,0.010000000000000009,100,10300,-5299.0,-5316.0537109375,"[-5449.0, -5149.0]","[-5455.32568359375, -5176.7822265625]",0.0,1,123.98593273572624,72.08438025211728,0,100.0
99,0.010000000000000009,100,10400,-5149.0,-5161.103515625,"[-5149.0, -5149.0]","[-5153.6015625, -5168.60595703125]",0.0,0,148.01996430009604,59.69500568347627,0,100.0
100,0.010000000000000009,100,10500,-5149.0,-5162.7119140625,"[-5149.0, -5149.0]","[-5159.46337890625, -5165.9599609375]",0.0,0,153.53950294852257,59.66419009865876,0,100.0
101,0.010000000000000009,100,10600,-5149.0,-5162.2333984375,"[-5149.0, -5149.0]","[-5155.54150390625, -5168.92578125]",0.0,0,134.68588285148144,57.32461506429796,0,100.0
102,0.010000000000000009,100,10700,-5149.0,-5161.74169921875,"[-5149.0, -5149.0]","[-5155.71728515625, -5167.76611328125]",0.0,0,138.88250038027763,53.62402161322005,0,100.0
103,0.010000000000000009,100,10800,-5149.0,-5163.9443359375,"[-5149.0, -5149.0]","[-5163.31201171875, -5164.5771484375]",0.0,0,157.08989843726158,54.56597586907196,0,100.0
104,0.010000000000000009,100,10900,-5149.0,-5161.69287109375,"[-5149.0, -5149.0]","[-5160.49072265625, -5162.89501953125]",0.0,0,142.75005827471614,51.132098552575684,0,100.0
105,0.010000000000000009,100,11000,-5299.0,-5311.7607421875,"[-5149.0, -5449.0]","[-5155.95556640625, -5467.56640625]",0.0,1,151.41854640841484,61.95091607453388,0,100.0
106,0.010000000000000009,100,11100,-5149.0,-5162.3779296875,"[-5149.0, -5149.0]","[-5157.9052734375, -5166.8505859375]",0.0,0,159.9949125647545,54.95580638837313,0,100.0
107,0.010000000000000009,100,11200,-5299.0,-5315.982421875,"[-5449.0, -5149.0]","[-5461.2685546875, -5170.69580078125]",0.0,1,120.40012668073177,65.36182942378608,0,100.0
108,0.010000000000000009,100,11300,-5149.0,-5166.9931640625,"[-5149.0, -5149.0]","[-5162.23388671875, -5171.751953125]",0.0,0,133.9285258874297,77.2341486712418,0,100.0
109,0.010000000000000009,100,11400,-5299.0,-5314.4169921875,"[-5449.0, -5149.0]","[-5461.09912109375, -5167.73486328125]",0.0,1,139.7000325024128,62.82047086479642,0,100.0
110,0.010000000000000009,100,11500,-5149.0,-5161.96142578125,"[-5149.0, -5149.0]","[-5162.30517578125, -5161.61767578125]",0.0,0,141.02745978534222,54.45254930784051,0,100.0
111,0.010000000000000009,100,11600,-5149.0,-5161.9599609375,"[-5149.0, -5149.0]","[-5162.92529296875, -5160.9951171875]",0.0,0,172.3143256008625,57.98999978017591,0,100.0
112,0.010000000000000009,100,11700,-5149.0,-5161.501953125,"[-5149.0, -5149.0]","[-5155.73779296875, -5167.2666015625]",0.0,0,150.2042871117592,59.51891932587995,0,100.0
113,0.010000000000000009,100,11800,-5149.0,-5159.6494140625,"[-5149.0, -5149.0]","[-5155.28759765625, -5164.01171875]",0.0,0,167.5057844221592,48.13350587235518,0,100.0
114,0.010000000000000009,100,11900,-5299.0,-5304.234375,"[-5449.0, -5149.0]","[-5453.892578125, -5154.576171875]",0.0,1,184.91214255988598,25.080306193366113,0,100.0
115,0.010000000000000009,100,12000,-5299.0,-5309.62353515625,"[-5149.0, -5449.0]","[-5156.10498046875, -5463.14208984375]",0.0,1,188.3377616852522,47.74081870079792,0,100.0
116,0.010000000000000009,100,12100,-5299.0,-5306.658203125,"[-5449.0, -5149.0]","[-5451.93505859375, -5161.380859375]",0.0,1,179.65264675021172,40.942849207063325,0,100.0
117,0.010000000000000009,100,12200,-5149.0,-5158.638671875,"[-5149.0, -5149.0]","[-5160.04541015625, -5157.232421875]",0.0,0,174.27537190914154,38.78836869534524,0,100.0
118,0.010000000000000009,100,12300,-5149.0,-5167.158203125,"[-5149.0, -5149.0]","[-5169.43798828125, -5164.87841796875]",0.0,0,174.22171449661255,63.90041980982443,0,100.0
119,0.010000000000000009,100,12400,-5299.0,-5313.9853515625,"[-5449.0, -5149.0]","[-5467.4326171875, -5160.53759765625]",0.0,1,179.81712701916695,52.803955547420486,0,100.0
120,0.010000000000000009,100,12500,-5149.0,-5159.04296875,"[-5149.0, -5149.0]","[-5157.84375, -5160.24169921875]",0.0,0,169.13581056892872,51.800369985529315,0,100.0
121,0.010000000000000009,100,12600,-5149.0,-5159.56005859375,"[-5149.0, -5149.0]","[-5161.603515625, -5157.5166015625]",0.0,0,172.53312847018242,46.56053697935188,0,100.0
122,0.010000000000000009,100,12700,-5449.0,-5462.4140625,"[-5149.0, -5749.0]","[-5164.18310546875, -5760.64501953125]",0.0,2,176.86837193369865,54.1041685634693,0,100.0
123,0.010000000000000009,100,12800,-5149.0,-5158.69482421875,"[-5149.0, -5149.0]","[-5156.3486328125, -5161.041015625]",0.0,0,196.6559730321169,48.82812580023921,0,100.0
124,0.010000000000000009,100,12900,-5149.0,-5161.1123046875,"[-5149.0, -5149.0]","[-5157.4599609375, -5164.7646484375]",0.0,0,178.31495282053947,53.47554761897014,0,100.0
125,0.010000000000000009,100,13000,-5149.0,-5157.6767578125,"[-5149.0, -5149.0]","[-5158.00146484375, -5157.35205078125]",0.0,0,186.9719877243042,50.11636815409963,0,100.0
126,0.010000000000000009,100,13100,-5449.0,-5461.201171875,"[-5749.0, -5149.0]","[-5759.4658203125, -5162.93701171875]",0.0,2,164.98735988140106,57.090733319245786,0,100.0
127,0.010000000000000009,100,13200,-5149.0,-5166.2646484375,"[-5149.0, -5149.0]","[-5165.65576171875, -5166.8740234375]",0.0,0,159.80308651551604,69.37709135008815,0,100.0
128,0.010000000000000009,100,13300,-5149.0,-5165.3671875,"[-5149.0, -5149.0]","[-5166.291015625, -5164.44287109375]",0.0,0,188.04824483394623,57.42678270844568,0,100.0
129,0.010000000000000009,100,13400,-5149.0,-5167.728515625,"[-5149.0, -5149.0]","[-5168.61767578125, -5166.83984375]",0.0,0,167.11088499426842,69.88303725453163,0,100.0
130,0.010000000000000009,100,13500,-5149.0,-5157.9677734375,"[-5149.0, -5149.0]","[-5160.99658203125, -5154.9384765625]",0.0,0,184.7754170000553,42.39161539141246,0,100.0
131,0.010000000000000009,100,13600,-5149.0,-5163.41796875,"[-5149.0, -5149.0]","[-5167.71240234375, -5159.12353515625]",0.0,0,190.835563570261,55.008593167671805,0,100.0
132,0.010000000000000009,100,13700,-5149.0,-5163.1337890625,"[-5149.0, -5149.0]","[-5164.689453125, -5161.57861328125]",0.0,0,181.88889595866203,59.68611315377057,0,100.0
133,0.010000000000000009,100,13800,-5149.0,-5161.8828125,"[-5149.0, -5149.0]","[-5168.12353515625, -5155.64208984375]",0.0,0,189.52933620661497,45.496459545491504,0,100.0
134,0.010000000000000009,100,13900,-5449.0,-5454.982421875,"[-5149.0, -5749.0]","[-5152.7900390625, -5757.1748046875]",0.0,2,232.80701506137848,23.735107713376948,0,100.0
135,0.010000000000000009,100,14000,-5599.0,-5608.873046875,"[-5449.0, -5749.0]","[-5458.58984375, -5759.15673828125]",0.0,3,199.5873742699623,40.9472331284159,0,100.0
136,0.010000000000000009,100,14100,-5299.0,-5305.18701171875,"[-5449.0, -5149.0]","[-5458.20947265625, -5152.16455078125]",0.0,1,209.92933610081673,22.424833852556446,0,100.0
137,0.010000000000000009,100,14200,-5449.0,-5453.765625,"[-5149.0, -5749.0]","[-5156.42041015625, -5751.1103515625]",0.0,2,210.97975438833237,25.305674059601685,0,100.0
138,0.010000000000000009,100,14300,-5299.0,-5308.0927734375,"[-5449.0, -5149.0]","[-5460.2626953125, -5155.92236328125]",0.0,1,219.32368341088295,27.798301391836475,0,100.0
139,0.010000000000000009,100,14400,-5299.0,-5310.3251953125,"[-5149.0, -5449.0]","[-5161.5361328125, -5459.11376953125]",0.0,1,202.27527797222137,43.42082173784263,0,100.0
140,0.010000000000000009,100,14500,-5599.0,-5610.9970703125,"[-5149.0, -6049.0]","[-5162.412109375, -6059.58154296875]",0.0,3,205.69729858636856,39.23781506787958,0,100.0
141,0.010000000000000009,100,14600,-5899.0,-5904.5576171875,"[-5749.0, -6049.0]","[-5752.11181640625, -6057.00341796875]",0.0,5,227.47243416309357,25.45188208925113,0,100.0
142,0.010000000000000009,100,14700,-5299.0,-5309.90869140625,"[-5149.0, -5449.0]","[-5164.29345703125, -5455.52392578125]",0.0,1,214.91634657979012,52.42638676734266,0,100.0
143,0.010000000000000009,100,14800,-5149.0,-5161.005859375,"[-5149.0, -5149.0]","[-5170.9697265625, -5151.04248046875]",0.0,0,202.10203212499619,59.06948656078285,0,100.0
144,0.010000000000000009,100,14900,-5299.0,-5314.51171875,"[-5149.0, -5449.0]","[-5166.80029296875, -5462.22265625]",0.0,1,200.07334959506989,60.11894101994878,0,100.0
145,0.010000000000000009,100,15000,-5299.0,-5312.716796875,"[-5149.0, -5449.0]","[-5166.720703125, -5458.71240234375]",0.0,1,198.01598204672337,63.527266017874005,0,100.0
146,0.010000000000000009,100,15100,-5149.0,-5160.5634765625,"[-5149.0, -5149.0]","[-5160.36376953125, -5160.76318359375]",0.0,0,215.8873136639595,41.50321359727771,0,100.0
147,0.010000000000000009,100,15200,-5149.0,-5159.45703125,"[-5149.0, -5149.0]","[-5161.3974609375, -5157.5166015625]",0.0,0,212.03169345855713,55.94492154136016,0,100.0
148,0.010000000000000009,100,15300,-5149.0,-5162.68408203125,"[-5149.0, -5149.0]","[-5163.765625, -5161.6025390625]",0.0,0,213.73008102178574,45.81180913063639,0,100.0
149,0.010000000000000009,100,15400,-5149.0,-5161.861328125,"[-5149.0, -5149.0]","[-5160.10107421875, -5163.6220703125]",0.0,0,209.82598036527634,56.41308137902655,0,100.0
